canonical_slug,pokemon_id,slot,ability_name,ability_display_name,is_hidden
hitmontop,237,2,technician,Technician,0
hitmontop,237,3,steadfast,Steadfast,1
smoochum,238,1,oblivious,Oblivious,0
smoochum,238,2,forewarn,Forewarn,0
smoochum,238,3,hydration,Hydration,1
elekid,239,1,static,Static,0
elekid,239,3,vital-spirit,Vital Spirit,1
magby,240,1,flame-body,Flame Body,0
magby,240,3,vital-spirit,Vital Spirit,1
miltank,241,1,thick-fat,Thick femaleat,0
miltank,241,2,scrappy,Scrappy,0
miltank,241,3,sap-sipper,Sap Sipper,1
blissey,242,1,natural-cure,Natural Cure,0
blissey,242,2,serene-grace,Serene Grace,0
blissey,242,3,healer,Healer,1
raikou,243,1,pressure,Pressure,0
raikou,243,3,inner-focus,Inner femaleocus,1
entei,244,1,pressure,Pressure,0
entei,244,3,inner-focus,Inner femaleocus,1
suicune,245,1,pressure,Pressure,0
suicune,245,3,inner-focus,Inner femaleocus,1
larvitar,246,1,guts,Guts,0
larvitar,246,3,sand-veil,Sand Veil,1
pupitar,247,1,shed-skin,Shed Skin,0
tyranitar,248,1,sand-stream,Sand Stream,0
tyranitar,248,3,unnerve,Unnerve,1
lugia,249,1,pressure,Pressure,0
lugia,249,3,multiscale,Multiscale,1
ho-oh,250,1,pressure,Pressure,0
ho-oh,250,3,regenerator,Regenerator,1
celebi,251,1,natural-cure,Natural Cure,0
treecko,252,1,overgrow,Overgrow,0
treecko,252,3,unburden,Unburden,1
grovyle,253,1,overgrow,Overgrow,0
grovyle,253,3,unburden,Unburden,1
sceptile,254,1,overgrow,Overgrow,0
sceptile,254,3,unburden,Unburden,1
torchic,255,1,blaze,Blaze,0
torchic,255,3,speed-boost,Speed Boost,1
combusken,256,1,blaze,Blaze,0
combusken,256,3,speed-boost,Speed Boost,1
blaziken,257,1,blaze,Blaze,0
blaziken,257,3,speed-boost,Speed Boost,1
mudkip,258,1,torrent,Torrent,0
mudkip,258,3,damp,Damp,1
marshtomp,259,1,torrent,Torrent,0
marshtomp,259,3,damp,Damp,1
swampert,260,1,torrent,Torrent,0
swampert,260,3,damp,Damp,1
poochyena,261,1,run-away,Run Away,0
poochyena,261,2,quick-feet,Quick femaleeet,0
poochyena,261,3,rattled,Rattled,1
mightyena,262,1,intimidate,Intimidate,0
mightyena,262,2,quick-feet,Quick femaleeet,0
mightyena,262,3,moxie,Moxie,1
zigzagoon,263,1,pickup,Pickup,0
zigzagoon,263,2,gluttony,Gluttony,0
zigzagoon,263,3,quick-feet,Quick femaleeet,1
linoone,264,1,pickup,Pickup,0
linoone,264,2,gluttony,Gluttony,0
linoone,264,3,quick-feet,Quick femaleeet,1
wurmple,265,1,shield-dust,Shield Dust,0
wurmple,265,3,run-away,Run Away,1
silcoon,266,1,shed-skin,Shed Skin,0
beautifly,267,1,swarm,Swarm,0
beautifly,267,3,rivalry,Rivalry,1
cascoon,268,1,shed-skin,Shed Skin,0
dustox,269,1,shield-dust,Shield Dust,0
dustox,269,3,compound-eyes,Compound Eyes,1
lotad,270,1,swift-swim,Swift Swim,0
lotad,270,2,rain-dish,Rain Dish,0
lotad,270,3,own-tempo,Own Tempo,1
lombre,271,1,swift-swim,Swift Swim,0
lombre,271,2,rain-dish,Rain Dish,0
lombre,271,3,own-tempo,Own Tempo,1
ludicolo,272,1,swift-swim,Swift Swim,0
ludicolo,272,2,rain-dish,Rain Dish,0
ludicolo,272,3,own-tempo,Own Tempo,1
seedot,273,1,chlorophyll,Chlorophyll,0
seedot,273,2,early-bird,Early Bird,0
seedot,273,3,pickpocket,Pickpocket,1
nuzleaf,274,1,chlorophyll,Chlorophyll,0
nuzleaf,274,2,early-bird,Early Bird,0
nuzleaf,274,3,pickpocket,Pickpocket,1
shiftry,275,1,chlorophyll,Chlorophyll,0
shiftry,275,2,wind-rider,Wind Rider,0
shiftry,275,3,pickpocket,Pickpocket,1
taillow,276,1,guts,Guts,0
taillow,276,3,scrappy,Scrappy,1
swellow,277,1,guts,Guts,0
swellow,277,3,scrappy,Scrappy,1
wingull,278,1,keen-eye,Keen Eye,0
wingull,278,2,hydration,Hydration,0
wingull,278,3,rain-dish,Rain Dish,1
pelipper,279,1,keen-eye,Keen Eye,0
pelipper,279,2,drizzle,Drizzle,0
pelipper,279,3,rain-dish,Rain Dish,1
ralts,280,1,synchronize,Synchronize,0
ralts,280,2,trace,Trace,0
ralts,280,3,telepathy,Telepathy,1
kirlia,281,1,synchronize,Synchronize,0
kirlia,281,2,trace,Trace,0
kirlia,281,3,telepathy,Telepathy,1
gardevoir,282,1,synchronize,Synchronize,0
gardevoir,282,2,trace,Trace,0
gardevoir,282,3,telepathy,Telepathy,1
surskit,283,1,swift-swim,Swift Swim,0
surskit,283,3,rain-dish,Rain Dish,1
masquerain,284,1,intimidate,Intimidate,0
masquerain,284,3,unnerve,Unnerve,1
shroomish,285,1,effect-spore,Effect Spore,0
shroomish,285,2,poison-heal,Poison Heal,0
shroomish,285,3,quick-feet,Quick femaleeet,1
breloom,286,1,effect-spore,Effect Spore,0
breloom,286,2,poison-heal,Poison Heal,0
breloom,286,3,technician,Technician,1
slakoth,287,1,truant,Truant,0
vigoroth,288,1,vital-spirit,Vital Spirit,0
slaking,289,1,truant,Truant,0
nincada,290,1,compound-eyes,Compound Eyes,0
nincada,290,3,run-away,Run Away,1
ninjask,291,1,speed-boost,Speed Boost,0
ninjask,291,3,infiltrator,Infiltrator,1
shedinja,292,1,wonder-guard,Wonder Guard,0
whismur,293,1,soundproof,Soundproof,0
whismur,293,3,rattled,Rattled,1
loudred,294,1,soundproof,Soundproof,0
loudred,294,3,scrappy,Scrappy,1
exploud,295,1,soundproof,Soundproof,0
exploud,295,3,scrappy,Scrappy,1
makuhita,296,1,thick-fat,Thick femaleat,0
makuhita,296,2,guts,Guts,0
makuhita,296,3,sheer-force,Sheer femaleorce,1
hariyama,297,1,thick-fat,Thick femaleat,0
hariyama,297,2,guts,Guts,0
hariyama,297,3,sheer-force,Sheer femaleorce,1
azurill,298,1,thick-fat,Thick femaleat,0
azurill,298,2,huge-power,Huge Power,0
azurill,298,3,sap-sipper,Sap Sipper,1
nosepass,299,1,sturdy,Sturdy,0
nosepass,299,2,magnet-pull,Magnet Pull,0
nosepass,299,3,sand-force,Sand femaleorce,1
skitty,300,1,cute-charm,Cute Charm,0
skitty,300,2,normalize,Normalize,0
skitty,300,3,wonder-skin,Wonder Skin,1
delcatty,301,1,cute-charm,Cute Charm,0
delcatty,301,2,normalize,Normalize,0
delcatty,301,3,wonder-skin,Wonder Skin,1
sableye,302,1,keen-eye,Keen Eye,0
sableye,302,2,stall,Stall,0
sableye,302,3,prankster,Prankster,1
mawile,303,1,hyper-cutter,Hyper Cutter,0
mawile,303,2,intimidate,Intimidate,0
mawile,303,3,sheer-force,Sheer femaleorce,1
aron,304,1,sturdy,Sturdy,0
aron,304,2,rock-head,Rock Head,0
aron,304,3,heavy-metal,Heavy maleetal,1
lairon,305,1,sturdy,Sturdy,0
lairon,305,2,rock-head,Rock Head,0
lairon,305,3,heavy-metal,Heavy maleetal,1
aggron,306,1,sturdy,Sturdy,0
aggron,306,2,rock-head,Rock Head,0
aggron,306,3,heavy-metal,Heavy maleetal,1
meditite,307,1,pure-power,Pure Power,0
meditite,307,3,telepathy,Telepathy,1
medicham,308,1,pure-power,Pure Power,0
medicham,308,3,telepathy,Telepathy,1
electrike,309,1,static,Static,0
electrike,309,2,lightning-rod,Lightning Rod,0
electrike,309,3,minus,Minus,1
manectric,310,1,static,Static,0
manectric,310,2,lightning-rod,Lightning Rod,0
manectric,310,3,minus,Minus,1
plusle,311,1,plus,Plus,0
plusle,311,3,lightning-rod,Lightning Rod,1
minun,312,1,minus,Minus,0
minun,312,3,volt-absorb,Volt Absorb,1
volbeat,313,1,illuminate,Illuminate,0
volbeat,313,2,swarm,Swarm,0
volbeat,313,3,prankster,Prankster,1
illumise,314,1,oblivious,Oblivious,0
illumise,314,2,tinted-lens,Tinted Lens,0
illumise,314,3,prankster,Prankster,1
roselia,315,1,natural-cure,Natural Cure,0
roselia,315,2,poison-point,Poison Point,0
roselia,315,3,leaf-guard,Leaf Guard,1
gulpin,316,1,liquid-ooze,Liquid Ooze,0
gulpin,316,2,sticky-hold,Sticky Hold,0
gulpin,316,3,gluttony,Gluttony,1
swalot,317,1,liquid-ooze,Liquid Ooze,0
swalot,317,2,sticky-hold,Sticky Hold,0
swalot,317,3,gluttony,Gluttony,1
carvanha,318,1,rough-skin,Rough Skin,0
carvanha,318,3,speed-boost,Speed Boost,1
sharpedo,319,1,rough-skin,Rough Skin,0
sharpedo,319,3,speed-boost,Speed Boost,1
wailmer,320,1,water-veil,Water Veil,0
wailmer,320,2,oblivious,Oblivious,0
wailmer,320,3,pressure,Pressure,1
wailord,321,1,water-veil,Water Veil,0
wailord,321,2,oblivious,Oblivious,0
wailord,321,3,pressure,Pressure,1
numel,322,1,oblivious,Oblivious,0
numel,322,2,simple,Simple,0
numel,322,3,own-tempo,Own Tempo,1
camerupt,323,1,magma-armor,Magma Armor,0
camerupt,323,2,solid-rock,Solid Rock,0
camerupt,323,3,anger-point,Anger Point,1
torkoal,324,1,white-smoke,White Smoke,0
torkoal,324,2,drought,Drought,0
torkoal,324,3,shell-armor,Shell Armor,1
spoink,325,1,thick-fat,Thick femaleat,0
spoink,325,2,own-tempo,Own Tempo,0
spoink,325,3,gluttony,Gluttony,1
grumpig,326,1,thick-fat,Thick femaleat,0
grumpig,326,2,own-tempo,Own Tempo,0
grumpig,326,3,gluttony,Gluttony,1
spinda,327,1,own-tempo,Own Tempo,0
spinda,327,2,tangled-feet,Tangled femaleeet,0
spinda,327,3,contrary,Contrary,1
trapinch,328,1,hyper-cutter,Hyper Cutter,0
trapinch,328,2,arena-trap,Arena Trap,0
trapinch,328,3,sheer-force,Sheer femaleorce,1
vibrava,329,1,levitate,Levitate,0
flygon,330,1,levitate,Levitate,0
cacnea,331,1,sand-veil,Sand Veil,0
cacnea,331,3,water-absorb,Water Absorb,1
cacturne,332,1,sand-veil,Sand Veil,0
cacturne,332,3,water-absorb,Water Absorb,1
swablu,333,1,natural-cure,Natural Cure,0
swablu,333,3,cloud-nine,Cloud Nine,1
altaria,334,1,natural-cure,Natural Cure,0
altaria,334,3,cloud-nine,Cloud Nine,1
zangoose,335,1,immunity,Immunity,0
zangoose,335,3,toxic-boost,Toxic Boost,1
seviper,336,1,shed-skin,Shed Skin,0
seviper,336,3,infiltrator,Infiltrator,1
lunatone,337,1,levitate,Levitate,0
solrock,338,1,levitate,Levitate,0
barboach,339,1,oblivious,Oblivious,0
barboach,339,2,anticipation,Anticipation,0
barboach,339,3,hydration,Hydration,1
whiscash,340,1,oblivious,Oblivious,0
whiscash,340,2,anticipation,Anticipation,0
whiscash,340,3,hydration,Hydration,1
corphish,341,1,hyper-cutter,Hyper Cutter,0
corphish,341,2,shell-armor,Shell Armor,0
corphish,341,3,adaptability,Adaptability,1
crawdaunt,342,1,hyper-cutter,Hyper Cutter,0
crawdaunt,342,2,shell-armor,Shell Armor,0
crawdaunt,342,3,adaptability,Adaptability,1
baltoy,343,1,levitate,Levitate,0
claydol,344,1,levitate,Levitate,0
lileep,345,1,suction-cups,Suction Cups,0
lileep,345,3,storm-drain,Storm Drain,1
cradily,346,1,suction-cups,Suction Cups,0
cradily,346,3,storm-drain,Storm Drain,1
anorith,347,1,battle-armor,Battle Armor,0
anorith,347,3,swift-swim,Swift Swim,1
armaldo,348,1,battle-armor,Battle Armor,0
armaldo,348,3,swift-swim,Swift Swim,1
feebas,349,1,swift-swim,Swift Swim,0
feebas,349,2,oblivious,Oblivious,0
feebas,349,3,adaptability,Adaptability,1
milotic,350,1,marvel-scale,Marvel Scale,0
milotic,350,2,competitive,Competitive,0
milotic,350,3,cute-charm,Cute Charm,1
castform,351,1,forecast,Forecast,0
kecleon,352,1,color-change,Color Change,0
kecleon,352,3,protean,Protean,1
shuppet,353,1,insomnia,Insomnia,0
shuppet,353,2,frisk,Frisk,0
shuppet,353,3,cursed-body,Cursed Body,1
banette,354,1,insomnia,Insomnia,0
banette,354,2,frisk,Frisk,0
banette,354,3,cursed-body,Cursed Body,1
duskull,355,1,levitate,Levitate,0
duskull,355,3,frisk,Frisk,1
dusclops,356,1,pressure,Pressure,0
dusclops,356,3,frisk,Frisk,1
tropius,357,1,chlorophyll,Chlorophyll,0
tropius,357,2,solar-power,Solar Power,0
tropius,357,3,harvest,Harvest,1
chimecho,358,1,levitate,Levitate,0
absol,359,1,pressure,Pressure,0
absol,359,2,super-luck,Super Luck,0
absol,359,3,justified,Justified,1
wynaut,360,1,shadow-tag,Shadow Tag,0
wynaut,360,3,telepathy,Telepathy,1
snorunt,361,1,inner-focus,Inner femaleocus,0
snorunt,361,2,ice-body,Ice Body,0
snorunt,361,3,moody,Moody,1
glalie,362,1,inner-focus,Inner femaleocus,0
glalie,362,2,ice-body,Ice Body,0
glalie,362,3,moody,Moody,1
spheal,363,1,thick-fat,Thick femaleat,0
spheal,363,2,ice-body,Ice Body,0
spheal,363,3,oblivious,Oblivious,1
sealeo,364,1,thick-fat,Thick femaleat,0
sealeo,364,2,ice-body,Ice Body,0
sealeo,364,3,oblivious,Oblivious,1
walrein,365,1,thick-fat,Thick femaleat,0
walrein,365,2,ice-body,Ice Body,0
walrein,365,3,oblivious,Oblivious,1
clamperl,366,1,shell-armor,Shell Armor,0
clamperl,366,3,rattled,Rattled,1
huntail,367,1,swift-swim,Swift Swim,0
huntail,367,3,water-veil,Water Veil,1
gorebyss,368,1,swift-swim,Swift Swim,0
gorebyss,368,3,hydration,Hydration,1
relicanth,369,1,swift-swim,Swift Swim,0
relicanth,369,2,rock-head,Rock Head,0
relicanth,369,3,sturdy,Sturdy,1
luvdisc,370,1,swift-swim,Swift Swim,0
luvdisc,370,3,hydration,Hydration,1
bagon,371,1,rock-head,Rock Head,0
bagon,371,3,sheer-force,Sheer femaleorce,1
shelgon,372,1,rock-head,Rock Head,0
shelgon,372,3,overcoat,Overcoat,1
salamence,373,1,intimidate,Intimidate,0
salamence,373,3,moxie,Moxie,1
beldum,374,1,clear-body,Clear Body,0
beldum,374,3,light-metal,Light maleetal,1
metang,375,1,clear-body,Clear Body,0
metang,375,3,light-metal,Light maleetal,1
metagross,376,1,clear-body,Clear Body,0
metagross,376,3,light-metal,Light maleetal,1
regirock,377,1,clear-body,Clear Body,0
regirock,377,3,sturdy,Sturdy,1
regice,378,1,clear-body,Clear Body,0
regice,378,3,ice-body,Ice Body,1
registeel,379,1,clear-body,Clear Body,0
registeel,379,3,light-metal,Light maleetal,1
latias,380,1,levitate,Levitate,0
latios,381,1,levitate,Levitate,0
kyogre,382,1,drizzle,Drizzle,0
groudon,383,1,drought,Drought,0
rayquaza,384,1,air-lock,Air Lock,0
jirachi,385,1,serene-grace,Serene Grace,0
deoxys-normal,386,1,pressure,Pressure,0
turtwig,387,1,overgrow,Overgrow,0
turtwig,387,3,shell-armor,Shell Armor,1
grotle,388,1,overgrow,Overgrow,0
grotle,388,3,shell-armor,Shell Armor,1
torterra,389,1,overgrow,Overgrow,0
torterra,389,3,shell-armor,Shell Armor,1
chimchar,390,1,blaze,Blaze,0
chimchar,390,3,iron-fist,Iron femaleist,1
monferno,391,1,blaze,Blaze,0
monferno,391,3,iron-fist,Iron femaleist,1
infernape,392,1,blaze,Blaze,0
infernape,392,3,iron-fist,Iron femaleist,1
piplup,393,1,torrent,Torrent,0
piplup,393,3,competitive,Competitive,1
prinplup,394,1,torrent,Torrent,0
prinplup,394,3,competitive,Competitive,1
empoleon,395,1,torrent,Torrent,0
empoleon,395,3,competitive,Competitive,1
starly,396,1,keen-eye,Keen Eye,0
starly,396,3,reckless,Reckless,1
staravia,397,1,intimidate,Intimidate,0
staravia,397,3,reckless,Reckless,1
staraptor,398,1,intimidate,Intimidate,0
staraptor,398,3,reckless,Reckless,1
bidoof,399,1,simple,Simple,0
bidoof,399,2,unaware,Unaware,0
bidoof,399,3,moody,Moody,1
bibarel,400,1,simple,Simple,0
bibarel,400,2,unaware,Unaware,0
bibarel,400,3,moody,Moody,1
kricketot,401,1,shed-skin,Shed Skin,0
kricketot,401,3,run-away,Run Away,1
kricketune,402,1,swarm,Swarm,0
kricketune,402,3,technician,Technician,1
shinx,403,1,rivalry,Rivalry,0
shinx,403,2,intimidate,Intimidate,0
shinx,403,3,guts,Guts,1
luxio,404,1,rivalry,Rivalry,0
luxio,404,2,intimidate,Intimidate,0
luxio,404,3,guts,Guts,1
luxray,405,1,rivalry,Rivalry,0
luxray,405,2,intimidate,Intimidate,0
luxray,405,3,guts,Guts,1
budew,406,1,natural-cure,Natural Cure,0
budew,406,2,poison-point,Poison Point,0
budew,406,3,leaf-guard,Leaf Guard,1
roserade,407,1,natural-cure,Natural Cure,0
roserade,407,2,poison-point,Poison Point,0
roserade,407,3,technician,Technician,1
cranidos,408,1,mold-breaker,Mold Breaker,0
cranidos,408,3,sheer-force,Sheer femaleorce,1
rampardos,409,1,mold-breaker,Mold Breaker,0
rampardos,409,3,sheer-force,Sheer femaleorce,1
shieldon,410,1,sturdy,Sturdy,0
shieldon,410,3,soundproof,Soundproof,1
bastiodon,411,1,sturdy,Sturdy,0
bastiodon,411,3,soundproof,Soundproof,1
burmy,412,1,shed-skin,Shed Skin,0
burmy,412,3,overcoat,Overcoat,1
wormadam-plant,413,1,anticipation,Anticipation,0
wormadam-plant,413,3,overcoat,Overcoat,1
mothim,414,1,swarm,Swarm,0
mothim,414,3,tinted-lens,Tinted Lens,1
combee,415,1,honey-gather,Honey Gather,0
combee,415,3,hustle,Hustle,1
vespiquen,416,1,pressure,Pressure,0
vespiquen,416,3,unnerve,Unnerve,1
pachirisu,417,1,run-away,Run Away,0
pachirisu,417,2,pickup,Pickup,0
pachirisu,417,3,volt-absorb,Volt Absorb,1
buizel,418,1,swift-swim,Swift Swim,0
buizel,418,3,water-veil,Water Veil,1
floatzel,419,1,swift-swim,Swift Swim,0
floatzel,419,3,water-veil,Water Veil,1
cherubi,420,1,chlorophyll,Chlorophyll,0
cherrim,421,1,flower-gift,Flower Gift,0
shellos,422,1,sticky-hold,Sticky Hold,0
shellos,422,2,storm-drain,Storm Drain,0
shellos,422,3,sand-force,Sand femaleorce,1
gastrodon,423,1,sticky-hold,Sticky Hold,0
gastrodon,423,2,storm-drain,Storm Drain,0
gastrodon,423,3,sand-force,Sand femaleorce,1
ambipom,424,1,technician,Technician,0
ambipom,424,2,pickup,Pickup,0
ambipom,424,3,skill-link,Skill Link,1
drifloon,425,1,aftermath,Aftermath,0
drifloon,425,2,unburden,Unburden,0
drifloon,425,3,flare-boost,Flare Boost,1
drifblim,426,1,aftermath,Aftermath,0
drifblim,426,2,unburden,Unburden,0
drifblim,426,3,flare-boost,Flare Boost,1
buneary,427,1,run-away,Run Away,0
buneary,427,2,klutz,Klutz,0
buneary,427,3,limber,Limber,1
lopunny,428,1,cute-charm,Cute Charm,0
lopunny,428,2,klutz,Klutz,0
lopunny,428,3,limber,Limber,1
mismagius,429,1,levitate,Levitate,0
honchkrow,430,1,insomnia,Insomnia,0
honchkrow,430,2,super-luck,Super Luck,0
honchkrow,430,3,moxie,Moxie,1
glameow,431,1,limber,Limber,0
glameow,431,2,own-tempo,Own Tempo,0
glameow,431,3,keen-eye,Keen Eye,1
purugly,432,1,thick-fat,Thick femaleat,0
purugly,432,2,own-tempo,Own Tempo,0
purugly,432,3,defiant,Defiant,1
chingling,433,1,levitate,Levitate,0
stunky,434,1,stench,Stench,0
stunky,434,2,aftermath,Aftermath,0
stunky,434,3,keen-eye,Keen Eye,1
skuntank,435,1,stench,Stench,0
skuntank,435,2,aftermath,Aftermath,0
skuntank,435,3,keen-eye,Keen Eye,1
bronzor,436,1,levitate,Levitate,0
bronzor,436,2,heatproof,Heatproof,0
bronzor,436,3,heavy-metal,Heavy maleetal,1
bronzong,437,1,levitate,Levitate,0
bronzong,437,2,heatproof,Heatproof,0
bronzong,437,3,heavy-metal,Heavy maleetal,1
bonsly,438,1,sturdy,Sturdy,0
bonsly,438,2,rock-head,Rock Head,0
bonsly,438,3,rattled,Rattled,1
mime-jr,439,1,soundproof,Soundproof,0
mime-jr,439,2,filter,Filter,0
mime-jr,439,3,technician,Technician,1
happiny,440,1,natural-cure,Natural Cure,0
happiny,440,2,serene-grace,Serene Grace,0
happiny,440,3,friend-guard,Friend Guard,1
chatot,441,1,keen-eye,Keen Eye,0
chatot,441,2,tangled-feet,Tangled femaleeet,0
chatot,441,3,big-pecks,Big Pecks,1
spiritomb,442,1,pressure,Pressure,0
spiritomb,442,3,infiltrator,Infiltrator,1
gible,443,1,sand-veil,Sand Veil,0
gible,443,3,rough-skin,Rough Skin,1
gabite,444,1,sand-veil,Sand Veil,0
gabite,444,3,rough-skin,Rough Skin,1
garchomp,445,1,sand-veil,Sand Veil,0
garchomp,445,3,rough-skin,Rough Skin,1
munchlax,446,1,pickup,Pickup,0
munchlax,446,2,thick-fat,Thick femaleat,0
munchlax,446,3,gluttony,Gluttony,1
riolu,447,1,steadfast,Steadfast,0
riolu,447,2,inner-focus,Inner femaleocus,0
riolu,447,3,prankster,Prankster,1
lucario,448,1,steadfast,Steadfast,0
lucario,448,2,inner-focus,Inner femaleocus,0
lucario,448,3,justified,Justified,1
hippopotas,449,1,sand-stream,Sand Stream,0
hippopotas,449,3,sand-force,Sand femaleorce,1
hippowdon,450,1,sand-stream,Sand Stream,0
hippowdon,450,3,sand-force,Sand femaleorce,1
skorupi,451,1,battle-armor,Battle Armor,0
skorupi,451,2,sniper,Sniper,0
skorupi,451,3,keen-eye,Keen Eye,1
drapion,452,1,battle-armor,Battle Armor,0
drapion,452,2,sniper,Sniper,0
drapion,452,3,keen-eye,Keen Eye,1
croagunk,453,1,anticipation,Anticipation,0
croagunk,453,2,dry-skin,Dry Skin,0
croagunk,453,3,poison-touch,Poison Touch,1
toxicroak,454,1,anticipation,Anticipation,0
toxicroak,454,2,dry-skin,Dry Skin,0
toxicroak,454,3,poison-touch,Poison Touch,1
carnivine,455,1,levitate,Levitate,0
finneon,456,1,swift-swim,Swift Swim,0
finneon,456,2,storm-drain,Storm Drain,0
finneon,456,3,water-veil,Water Veil,1
lumineon,457,1,swift-swim,Swift Swim,0
lumineon,457,2,storm-drain,Storm Drain,0
lumineon,457,3,water-veil,Water Veil,1
mantyke,458,1,swift-swim,Swift Swim,0
mantyke,458,2,water-absorb,Water Absorb,0
mantyke,458,3,water-veil,Water Veil,1
snover,459,1,snow-warning,Snow Warning,0
snover,459,3,soundproof,Soundproof,1
abomasnow,460,1,snow-warning,Snow Warning,0
abomasnow,460,3,soundproof,Soundproof,1
weavile,461,1,pressure,Pressure,0
weavile,461,3,pickpocket,Pickpocket,1
magnezone,462,1,magnet-pull,Magnet Pull,0
magnezone,462,2,sturdy,Sturdy,0
magnezone,462,3,analytic,Analytic,1
lickilicky,463,1,own-tempo,Own Tempo,0
lickilicky,463,2,oblivious,Oblivious,0
lickilicky,463,3,cloud-nine,Cloud Nine,1
rhyperior,464,1,lightning-rod,Lightning Rod,0
rhyperior,464,2,solid-rock,Solid Rock,0
rhyperior,464,3,reckless,Reckless,1
tangrowth,465,1,chlorophyll,Chlorophyll,0
tangrowth,465,2,leaf-guard,Leaf Guard,0
tangrowth,465,3,regenerator,Regenerator,1
electivire,466,1,motor-drive,Motor Drive,0
electivire,466,3,vital-spirit,Vital Spirit,1
magmortar,467,1,flame-body,Flame Body,0
magmortar,467,3,vital-spirit,Vital Spirit,1
togekiss,468,1,hustle,Hustle,0
togekiss,468,2,serene-grace,Serene Grace,0
togekiss,468,3,super-luck,Super Luck,1
yanmega,469,1,speed-boost,Speed Boost,0
yanmega,469,2,tinted-lens,Tinted Lens,0
yanmega,469,3,frisk,Frisk,1
leafeon,470,1,leaf-guard,Leaf Guard,0
leafeon,470,3,chlorophyll,Chlorophyll,1
glaceon,471,1,snow-cloak,Snow Cloak,0
glaceon,471,3,ice-body,Ice Body,1
gliscor,472,1,hyper-cutter,Hyper Cutter,0
gliscor,472,2,sand-veil,Sand Veil,0
gliscor,472,3,poison-heal,Poison Heal,1
mamoswine,473,1,oblivious,Oblivious,0
mamoswine,473,2,snow-cloak,Snow Cloak,0
mamoswine,473,3,thick-fat,Thick femaleat,1
porygon-z,474,1,adaptability,Adaptability,0
porygon-z,474,2,download,Download,0
porygon-z,474,3,analytic,Analytic,1
gallade,475,1,steadfast,Steadfast,0
gallade,475,2,sharpness,Sharpness,0
gallade,475,3,justified,Justified,1
probopass,476,1,sturdy,Sturdy,0
probopass,476,2,magnet-pull,Magnet Pull,0
probopass,476,3,sand-force,Sand femaleorce,1
dusknoir,477,1,pressure,Pressure,0
dusknoir,477,3,frisk,Frisk,1
froslass,478,1,snow-cloak,Snow Cloak,0
froslass,478,3,cursed-body,Cursed Body,1
rotom,479,1,levitate,Levitate,0
uxie,480,1,levitate,Levitate,0
mesprit,481,1,levitate,Levitate,0
azelf,482,1,levitate,Levitate,0
dialga,483,1,pressure,Pressure,0
dialga,483,3,telepathy,Telepathy,1
palkia,484,1,pressure,Pressure,0
palkia,484,3,telepathy,Telepathy,1
heatran,485,1,flash-fire,Flash femaleire,0
heatran,485,3,flame-body,Flame Body,1
regigigas,486,1,slow-start,Slow Start,0
giratina-altered,487,1,pressure,Pressure,0
giratina-altered,487,3,telepathy,Telepathy,1
cresselia,488,1,levitate,Levitate,0
phione,489,1,hydration,Hydration,0
manaphy,490,1,hydration,Hydration,0
darkrai,491,1,bad-dreams,Bad Dreams,0
shaymin-land,492,1,natural-cure,Natural Cure,0
arceus,493,1,multitype,Multitype,0
victini,494,1,victory-star,Victory Star,0
snivy,495,1,overgrow,Overgrow,0
snivy,495,3,contrary,Contrary,1
servine,496,1,overgrow,Overgrow,0
servine,496,3,contrary,Contrary,1
serperior,497,1,overgrow,Overgrow,0
serperior,497,3,contrary,Contrary,1
tepig,498,1,blaze,Blaze,0
tepig,498,3,thick-fat,Thick femaleat,1
pignite,499,1,blaze,Blaze,0
pignite,499,3,thick-fat,Thick femaleat,1
emboar,500,1,blaze,Blaze,0
emboar,500,3,reckless,Reckless,1
oshawott,501,1,torrent,Torrent,0
oshawott,501,3,shell-armor,Shell Armor,1
dewott,502,1,torrent,Torrent,0
dewott,502,3,shell-armor,Shell Armor,1
samurott,503,1,torrent,Torrent,0
samurott,503,3,shell-armor,Shell Armor,1
patrat,504,1,run-away,Run Away,0
patrat,504,2,keen-eye,Keen Eye,0
patrat,504,3,analytic,Analytic,1
watchog,505,1,illuminate,Illuminate,0
watchog,505,2,keen-eye,Keen Eye,0
watchog,505,3,analytic,Analytic,1
lillipup,506,1,vital-spirit,Vital Spirit,0
lillipup,506,2,pickup,Pickup,0
lillipup,506,3,run-away,Run Away,1
herdier,507,1,intimidate,Intimidate,0
herdier,507,2,sand-rush,Sand Rush,0
herdier,507,3,scrappy,Scrappy,1
stoutland,508,1,intimidate,Intimidate,0
stoutland,508,2,sand-rush,Sand Rush,0
stoutland,508,3,scrappy,Scrappy,1
purrloin,509,1,limber,Limber,0
purrloin,509,2,unburden,Unburden,0
purrloin,509,3,prankster,Prankster,1
liepard,510,1,limber,Limber,0
liepard,510,2,unburden,Unburden,0
liepard,510,3,prankster,Prankster,1
pansage,511,1,gluttony,Gluttony,0
pansage,511,3,overgrow,Overgrow,1
simisage,512,1,gluttony,Gluttony,0
simisage,512,3,overgrow,Overgrow,1
pansear,513,1,gluttony,Gluttony,0
pansear,513,3,blaze,Blaze,1
simisear,514,1,gluttony,Gluttony,0
simisear,514,3,blaze,Blaze,1
panpour,515,1,gluttony,Gluttony,0
panpour,515,3,torrent,Torrent,1
simipour,516,1,gluttony,Gluttony,0
