canonical_slug,pokemon_id,move_name,move_display_name,move_type,damage_class,power,accuracy,pp
treecko,252,drain-punch,Drain Punch,Fighting,physical,75.0,100.0,10
treecko,252,dynamic-punch,Dynamic Punch,Fighting,physical,100.0,50.0,5
treecko,252,endeavor,Endeavor,Normal,physical,,100.0,5
treecko,252,endure,Endure,Normal,status,,,10
treecko,252,energy-ball,Energy Ball,Grass,special,90.0,100.0,10
treecko,252,facade,Facade,Normal,physical,70.0,100.0,20
treecko,252,flash,Flash,Normal,status,,100.0,20
treecko,252,fling,Fling,Dark,physical,,100.0,10
treecko,252,focus-punch,Focus Punch,Fighting,physical,150.0,100.0,20
treecko,252,frustration,Frustration,Normal,physical,,100.0,20
treecko,252,fury-cutter,Fury Cutter,Bug,physical,40.0,95.0,20
treecko,252,giga-drain,Giga Drain,Grass,special,75.0,100.0,10
treecko,252,grass-knot,Grass Knot,Grass,special,,100.0,20
treecko,252,grass-pledge,Grass Pledge,Grass,special,80.0,100.0,10
treecko,252,grass-whistle,Grass Whistle,Grass,status,,55.0,15
treecko,252,grassy-glide,Grassy Glide,Grass,physical,55.0,100.0,20
treecko,252,grassy-terrain,Grassy Terrain,Grass,status,,,10
treecko,252,headbutt,Headbutt,Normal,physical,70.0,100.0,15
treecko,252,helping-hand,Helping Hand,Normal,status,,,20
treecko,252,hidden-power,Hidden Power,Normal,special,60.0,100.0,15
treecko,252,iron-tail,Iron Tail,Steel,physical,100.0,75.0,15
treecko,252,leaf-storm,Leaf Storm,Grass,special,130.0,90.0,5
treecko,252,leafage,Leafage,Grass,physical,40.0,100.0,40
treecko,252,leech-seed,Leech Seed,Grass,status,,90.0,10
treecko,252,leer,Leer,Normal,status,,100.0,30
treecko,252,low-kick,Low Kick,Fighting,physical,,100.0,20
treecko,252,magical-leaf,Magical Leaf,Grass,special,60.0,,20
treecko,252,mega-drain,Mega Drain,Grass,special,40.0,100.0,15
treecko,252,mega-kick,Mega Kick,Normal,physical,120.0,75.0,5
treecko,252,mega-punch,Mega Punch,Normal,physical,80.0,85.0,20
treecko,252,mimic,Mimic,Normal,status,,,10
treecko,252,mud-slap,Mud Slap,Ground,special,20.0,100.0,10
treecko,252,mud-sport,Mud Sport,Ground,status,,,15
treecko,252,natural-gift,Natural Gift,Normal,physical,,100.0,15
treecko,252,nature-power,Nature Power,Normal,status,,,20
treecko,252,night-slash,Night Slash,Dark,physical,70.0,100.0,15
treecko,252,pound,Pound,Normal,physical,40.0,100.0,35
treecko,252,power-up-punch,Power Up Punch,Fighting,physical,40.0,100.0,20
treecko,252,protect,Protect,Normal,status,,,10
treecko,252,pursuit,Pursuit,Dark,physical,40.0,100.0,20
treecko,252,quick-attack,Quick Attack,Normal,physical,40.0,100.0,30
treecko,252,quick-guard,Quick Guard,Fighting,status,,,15
treecko,252,razor-wind,Razor Wind,Normal,special,80.0,100.0,10
treecko,252,rest,Rest,Psychic,status,,,5
treecko,252,return,Return,Normal,physical,,100.0,20
treecko,252,rock-slide,Rock Slide,Rock,physical,75.0,90.0,10
treecko,252,rock-smash,Rock Smash,Fighting,physical,40.0,100.0,15
treecko,252,rock-tomb,Rock Tomb,Rock,physical,60.0,95.0,15
treecko,252,round,Round,Normal,special,60.0,100.0,15
treecko,252,safeguard,Safeguard,Normal,status,,,25
treecko,252,screech,Screech,Normal,status,,85.0,40
treecko,252,secret-power,Secret Power,Normal,physical,70.0,100.0,20
treecko,252,seed-bomb,Seed Bomb,Grass,physical,80.0,100.0,15
treecko,252,seismic-toss,Seismic Toss,Fighting,physical,,100.0,20
treecko,252,slam,Slam,Normal,physical,80.0,75.0,20
treecko,252,slash,Slash,Normal,physical,70.0,100.0,20
treecko,252,sleep-talk,Sleep Talk,Normal,status,,,10
treecko,252,snore,Snore,Normal,special,50.0,100.0,15
treecko,252,solar-beam,Solar Beam,Grass,special,120.0,100.0,10
treecko,252,strength,Strength,Normal,physical,80.0,100.0,15
treecko,252,substitute,Substitute,Normal,status,,,10
treecko,252,sunny-day,Sunny Day,Fire,status,,,5
treecko,252,swagger,Swagger,Normal,status,,85.0,15
treecko,252,swift,Swift,Normal,special,60.0,,20
treecko,252,swords-dance,Swords Dance,Normal,status,,,20
treecko,252,synthesis,Synthesis,Grass,status,,,5
treecko,252,take-down,Take Down,Normal,physical,90.0,85.0,20
treecko,252,tera-blast,Tera Blast,Normal,special,80.0,100.0,10
treecko,252,thief,Thief,Dark,physical,60.0,100.0,25
treecko,252,thunder-punch,Thunder Punch,Electric,physical,75.0,100.0,15
treecko,252,toxic,Toxic,Poison,status,,90.0,10
treecko,252,trailblaze,Trailblaze,Grass,physical,50.0,100.0,20
treecko,252,upper-hand,Upper Hand,Fighting,physical,65.0,100.0,15
treecko,252,work-up,Work Up,Normal,status,,,30
treecko,252,worry-seed,Worry Seed,Grass,status,,100.0,10
grovyle,253,absorb,Absorb,Grass,special,20.0,100.0,25
grovyle,253,acrobatics,Acrobatics,Flying,physical,55.0,100.0,15
grovyle,253,aerial-ace,Aerial Ace,Flying,physical,60.0,,20
grovyle,253,agility,Agility,Psychic,status,,,30
grovyle,253,assurance,Assurance,Dark,physical,60.0,100.0,10
grovyle,253,attract,Attract,Normal,status,,100.0,15
grovyle,253,body-slam,Body Slam,Normal,physical,85.0,100.0,15
grovyle,253,breaking-swipe,Breaking Swipe,Dragon,physical,60.0,100.0,15
grovyle,253,brick-break,Brick Break,Fighting,physical,75.0,100.0,15
grovyle,253,bullet-seed,Bullet Seed,Grass,physical,25.0,100.0,30
grovyle,253,captivate,Captivate,Normal,status,,100.0,20
grovyle,253,confide,Confide,Normal,status,,,20
grovyle,253,counter,Counter,Fighting,physical,,100.0,20
grovyle,253,crunch,Crunch,Dark,physical,80.0,100.0,15
grovyle,253,cut,Cut,Normal,physical,50.0,95.0,30
grovyle,253,detect,Detect,Fighting,status,,,5
grovyle,253,dig,Dig,Ground,physical,80.0,100.0,10
grovyle,253,double-edge,Double Edge,Normal,physical,120.0,100.0,15
grovyle,253,double-kick,Double Kick,Fighting,physical,30.0,100.0,30
grovyle,253,double-team,Double Team,Normal,status,,,15
grovyle,253,dragon-breath,Dragon Breath,Dragon,special,60.0,100.0,20
grovyle,253,dragon-tail,Dragon Tail,Dragon,physical,60.0,90.0,10
grovyle,253,drain-punch,Drain Punch,Fighting,physical,75.0,100.0,10
grovyle,253,dynamic-punch,Dynamic Punch,Fighting,physical,100.0,50.0,5
grovyle,253,endeavor,Endeavor,Normal,physical,,100.0,5
grovyle,253,endure,Endure,Normal,status,,,10
grovyle,253,energy-ball,Energy Ball,Grass,special,90.0,100.0,10
grovyle,253,facade,Facade,Normal,physical,70.0,100.0,20
grovyle,253,false-swipe,False Swipe,Normal,physical,40.0,100.0,40
grovyle,253,flash,Flash,Normal,status,,100.0,20
grovyle,253,fling,Fling,Dark,physical,,100.0,10
grovyle,253,focus-punch,Focus Punch,Fighting,physical,150.0,100.0,20
grovyle,253,frustration,Frustration,Normal,physical,,100.0,20
grovyle,253,fury-cutter,Fury Cutter,Bug,physical,40.0,95.0,20
grovyle,253,giga-drain,Giga Drain,Grass,special,75.0,100.0,10
grovyle,253,grass-knot,Grass Knot,Grass,special,,100.0,20
grovyle,253,grass-pledge,Grass Pledge,Grass,special,80.0,100.0,10
grovyle,253,grassy-glide,Grassy Glide,Grass,physical,55.0,100.0,20
grovyle,253,grassy-terrain,Grassy Terrain,Grass,status,,,10
grovyle,253,headbutt,Headbutt,Normal,physical,70.0,100.0,15
grovyle,253,helping-hand,Helping Hand,Normal,status,,,20
grovyle,253,hidden-power,Hidden Power,Normal,special,60.0,100.0,15
grovyle,253,iron-tail,Iron Tail,Steel,physical,100.0,75.0,15
grovyle,253,leaf-blade,Leaf Blade,Grass,physical,90.0,100.0,15
grovyle,253,leaf-storm,Leaf Storm,Grass,special,130.0,90.0,5
grovyle,253,leafage,Leafage,Grass,physical,40.0,100.0,40
grovyle,253,leech-seed,Leech Seed,Grass,status,,90.0,10
grovyle,253,leer,Leer,Normal,status,,100.0,30
grovyle,253,low-kick,Low Kick,Fighting,physical,,100.0,20
grovyle,253,low-sweep,Low Sweep,Fighting,physical,65.0,100.0,20
grovyle,253,magical-leaf,Magical Leaf,Grass,special,60.0,,20
grovyle,253,mega-drain,Mega Drain,Grass,special,40.0,100.0,15
grovyle,253,mega-kick,Mega Kick,Normal,physical,120.0,75.0,5
grovyle,253,mega-punch,Mega Punch,Normal,physical,80.0,85.0,20
grovyle,253,mimic,Mimic,Normal,status,,,10
grovyle,253,mud-slap,Mud Slap,Ground,special,20.0,100.0,10
grovyle,253,natural-gift,Natural Gift,Normal,physical,,100.0,15
grovyle,253,nature-power,Nature Power,Normal,status,,,20
grovyle,253,night-slash,Night Slash,Dark,physical,70.0,100.0,15
grovyle,253,pound,Pound,Normal,physical,40.0,100.0,35
grovyle,253,power-up-punch,Power Up Punch,Fighting,physical,40.0,100.0,20
grovyle,253,protect,Protect,Normal,status,,,10
grovyle,253,pursuit,Pursuit,Dark,physical,40.0,100.0,20
grovyle,253,quick-attack,Quick Attack,Normal,physical,40.0,100.0,30
grovyle,253,quick-guard,Quick Guard,Fighting,status,,,15
grovyle,253,rest,Rest,Psychic,status,,,5
grovyle,253,return,Return,Normal,physical,,100.0,20
grovyle,253,rock-slide,Rock Slide,Rock,physical,75.0,90.0,10
grovyle,253,rock-smash,Rock Smash,Fighting,physical,40.0,100.0,15
grovyle,253,rock-tomb,Rock Tomb,Rock,physical,60.0,95.0,15
grovyle,253,round,Round,Normal,special,60.0,100.0,15
grovyle,253,safeguard,Safeguard,Normal,status,,,25
grovyle,253,screech,Screech,Normal,status,,85.0,40
grovyle,253,secret-power,Secret Power,Normal,physical,70.0,100.0,20
grovyle,253,seed-bomb,Seed Bomb,Grass,physical,80.0,100.0,15
grovyle,253,seismic-toss,Seismic Toss,Fighting,physical,,100.0,20
grovyle,253,slam,Slam,Normal,physical,80.0,75.0,20
grovyle,253,slash,Slash,Normal,physical,70.0,100.0,20
grovyle,253,sleep-talk,Sleep Talk,Normal,status,,,10
grovyle,253,snore,Snore,Normal,special,50.0,100.0,15
grovyle,253,solar-beam,Solar Beam,Grass,special,120.0,100.0,10
grovyle,253,solar-blade,Solar Blade,Grass,physical,125.0,100.0,10
grovyle,253,strength,Strength,Normal,physical,80.0,100.0,15
grovyle,253,substitute,Substitute,Normal,status,,,10
grovyle,253,sunny-day,Sunny Day,Fire,status,,,5
grovyle,253,swagger,Swagger,Normal,status,,85.0,15
grovyle,253,swift,Swift,Normal,special,60.0,,20
grovyle,253,swords-dance,Swords Dance,Normal,status,,,20
grovyle,253,synthesis,Synthesis,Grass,status,,,5
grovyle,253,take-down,Take Down,Normal,physical,90.0,85.0,20
grovyle,253,tera-blast,Tera Blast,Normal,special,80.0,100.0,10
grovyle,253,thief,Thief,Dark,physical,60.0,100.0,25
grovyle,253,thunder-punch,Thunder Punch,Electric,physical,75.0,100.0,15
grovyle,253,toxic,Toxic,Poison,status,,90.0,10
grovyle,253,trailblaze,Trailblaze,Grass,physical,50.0,100.0,20
grovyle,253,upper-hand,Upper Hand,Fighting,physical,65.0,100.0,15
grovyle,253,vacuum-wave,Vacuum Wave,Fighting,special,40.0,100.0,30
grovyle,253,work-up,Work Up,Normal,status,,,30
grovyle,253,worry-seed,Worry Seed,Grass,status,,100.0,10
grovyle,253,x-scissor,X Scissor,Bug,physical,80.0,100.0,15
sceptile,254,absorb,Absorb,Grass,special,20.0,100.0,25
sceptile,254,acrobatics,Acrobatics,Flying,physical,55.0,100.0,15
sceptile,254,aerial-ace,Aerial Ace,Flying,physical,60.0,,20
sceptile,254,agility,Agility,Psychic,status,,,30
sceptile,254,assurance,Assurance,Dark,physical,60.0,100.0,10
sceptile,254,attract,Attract,Normal,status,,100.0,15
sceptile,254,body-slam,Body Slam,Normal,physical,85.0,100.0,15
sceptile,254,breaking-swipe,Breaking Swipe,Dragon,physical,60.0,100.0,15
sceptile,254,brick-break,Brick Break,Fighting,physical,75.0,100.0,15
sceptile,254,brutal-swing,Brutal Swing,Dark,physical,60.0,100.0,20
sceptile,254,bulldoze,Bulldoze,Ground,physical,60.0,100.0,20
sceptile,254,bullet-seed,Bullet Seed,Grass,physical,25.0,100.0,30
sceptile,254,captivate,Captivate,Normal,status,,100.0,20
sceptile,254,confide,Confide,Normal,status,,,20
sceptile,254,counter,Counter,Fighting,physical,,100.0,20
sceptile,254,cross-poison,Cross Poison,Poison,physical,70.0,100.0,20
sceptile,254,crunch,Crunch,Dark,physical,80.0,100.0,15
sceptile,254,cut,Cut,Normal,physical,50.0,95.0,30
sceptile,254,detect,Detect,Fighting,status,,,5
sceptile,254,dig,Dig,Ground,physical,80.0,100.0,10
sceptile,254,double-edge,Double Edge,Normal,physical,120.0,100.0,15
sceptile,254,double-kick,Double Kick,Fighting,physical,30.0,100.0,30
sceptile,254,double-team,Double Team,Normal,status,,,15
sceptile,254,dragon-breath,Dragon Breath,Dragon,special,60.0,100.0,20
sceptile,254,dragon-cheer,Dragon Cheer,Dragon,status,0.0,0.0,15
sceptile,254,dragon-claw,Dragon Claw,Dragon,physical,80.0,100.0,15
sceptile,254,dragon-dance,Dragon Dance,Dragon,status,,,20
sceptile,254,dragon-pulse,Dragon Pulse,Dragon,special,85.0,100.0,10
sceptile,254,dragon-tail,Dragon Tail,Dragon,physical,60.0,90.0,10
sceptile,254,drain-punch,Drain Punch,Fighting,physical,75.0,100.0,10
sceptile,254,dual-chop,Dual Chop,Dragon,physical,40.0,90.0,15
sceptile,254,dynamic-punch,Dynamic Punch,Fighting,physical,100.0,50.0,5
sceptile,254,earthquake,Earthquake,Ground,physical,100.0,100.0,10
sceptile,254,endeavor,Endeavor,Normal,physical,,100.0,5
sceptile,254,endure,Endure,Normal,status,,,10
sceptile,254,energy-ball,Energy Ball,Grass,special,90.0,100.0,10
sceptile,254,facade,Facade,Normal,physical,70.0,100.0,20
sceptile,254,false-swipe,False Swipe,Normal,physical,40.0,100.0,40
sceptile,254,flash,Flash,Normal,status,,100.0,20
sceptile,254,fling,Fling,Dark,physical,,100.0,10
sceptile,254,focus-blast,Focus Blast,Fighting,special,120.0,70.0,5
sceptile,254,focus-punch,Focus Punch,Fighting,physical,150.0,100.0,20
sceptile,254,frenzy-plant,Frenzy Plant,Grass,special,150.0,90.0,5
sceptile,254,frustration,Frustration,Normal,physical,,100.0,20
sceptile,254,fury-cutter,Fury Cutter,Bug,physical,40.0,95.0,20
sceptile,254,giga-drain,Giga Drain,Grass,special,75.0,100.0,10
sceptile,254,giga-impact,Giga Impact,Normal,physical,150.0,90.0,5
sceptile,254,grass-knot,Grass Knot,Grass,special,,100.0,20
sceptile,254,grass-pledge,Grass Pledge,Grass,special,80.0,100.0,10
sceptile,254,grassy-glide,Grassy Glide,Grass,physical,55.0,100.0,20
sceptile,254,grassy-terrain,Grassy Terrain,Grass,status,,,10
sceptile,254,headbutt,Headbutt,Normal,physical,70.0,100.0,15
sceptile,254,helping-hand,Helping Hand,Normal,status,,,20
sceptile,254,hidden-power,Hidden Power,Normal,special,60.0,100.0,15
sceptile,254,hone-claws,Hone Claws,Dark,status,,,15
sceptile,254,hyper-beam,Hyper Beam,Normal,special,150.0,90.0,5
sceptile,254,iron-tail,Iron Tail,Steel,physical,100.0,75.0,15
sceptile,254,laser-focus,Laser femaleocus,Normal,status,,,30
sceptile,254,leaf-blade,Leaf Blade,Grass,physical,90.0,100.0,15
sceptile,254,leaf-storm,Leaf Storm,Grass,special,130.0,90.0,5
sceptile,254,leafage,Leafage,Grass,physical,40.0,100.0,40
sceptile,254,leech-seed,Leech Seed,Grass,status,,90.0,10
sceptile,254,leer,Leer,Normal,status,,100.0,30
sceptile,254,low-kick,Low Kick,Fighting,physical,,100.0,20
sceptile,254,low-sweep,Low Sweep,Fighting,physical,65.0,100.0,20
sceptile,254,magical-leaf,Magical Leaf,Grass,special,60.0,,20
sceptile,254,mega-drain,Mega Drain,Grass,special,40.0,100.0,15
sceptile,254,mega-kick,Mega Kick,Normal,physical,120.0,75.0,5
sceptile,254,mega-punch,Mega Punch,Normal,physical,80.0,85.0,20
sceptile,254,mimic,Mimic,Normal,status,,,10
sceptile,254,mud-slap,Mud Slap,Ground,special,20.0,100.0,10
sceptile,254,natural-gift,Natural Gift,Normal,physical,,100.0,15
sceptile,254,nature-power,Nature Power,Normal,status,,,20
sceptile,254,night-slash,Night Slash,Dark,physical,70.0,100.0,15
sceptile,254,outrage,Outrage,Dragon,physical,120.0,100.0,10
sceptile,254,pound,Pound,Normal,physical,40.0,100.0,35
sceptile,254,power-up-punch,Power Up Punch,Fighting,physical,40.0,100.0,20
sceptile,254,protect,Protect,Normal,status,,,10
sceptile,254,pursuit,Pursuit,Dark,physical,40.0,100.0,20
sceptile,254,quick-attack,Quick Attack,Normal,physical,40.0,100.0,30
sceptile,254,quick-guard,Quick Guard,Fighting,status,,,15
sceptile,254,rest,Rest,Psychic,status,,,5
sceptile,254,return,Return,Normal,physical,,100.0,20
sceptile,254,roar,Roar,Normal,status,,,20
sceptile,254,rock-climb,Rock Climb,Normal,physical,90.0,85.0,20
sceptile,254,rock-slide,Rock Slide,Rock,physical,75.0,90.0,10
sceptile,254,rock-smash,Rock Smash,Fighting,physical,40.0,100.0,15
sceptile,254,rock-tomb,Rock Tomb,Rock,physical,60.0,95.0,15
sceptile,254,round,Round,Normal,special,60.0,100.0,15
sceptile,254,safeguard,Safeguard,Normal,status,,,25
sceptile,254,scale-shot,Scale Shot,Dragon,physical,25.0,90.0,20
sceptile,254,screech,Screech,Normal,status,,85.0,40
sceptile,254,secret-power,Secret Power,Normal,physical,70.0,100.0,20
sceptile,254,seed-bomb,Seed Bomb,Grass,physical,80.0,100.0,15
sceptile,254,seismic-toss,Seismic Toss,Fighting,physical,,100.0,20
sceptile,254,shed-tail,Shed Tail,Normal,status,0.0,,10
sceptile,254,slam,Slam,Normal,physical,80.0,75.0,20
sceptile,254,slash,Slash,Normal,physical,70.0,100.0,20
sceptile,254,sleep-talk,Sleep Talk,Normal,status,,,10
sceptile,254,snore,Snore,Normal,special,50.0,100.0,15
sceptile,254,solar-beam,Solar Beam,Grass,special,120.0,100.0,10
sceptile,254,solar-blade,Solar Blade,Grass,physical,125.0,100.0,10
sceptile,254,strength,Strength,Normal,physical,80.0,100.0,15
sceptile,254,substitute,Substitute,Normal,status,,,10
sceptile,254,sunny-day,Sunny Day,Fire,status,,,5
sceptile,254,swagger,Swagger,Normal,status,,85.0,15
sceptile,254,swift,Swift,Normal,special,60.0,,20
sceptile,254,swords-dance,Swords Dance,Normal,status,,,20
sceptile,254,synthesis,Synthesis,Grass,status,,,5
sceptile,254,take-down,Take Down,Normal,physical,90.0,85.0,20
sceptile,254,tera-blast,Tera Blast,Normal,special,80.0,100.0,10
sceptile,254,thief,Thief,Dark,physical,60.0,100.0,25
sceptile,254,throat-chop,Throat Chop,Dark,physical,80.0,100.0,15
sceptile,254,thunder-punch,Thunder Punch,Electric,physical,75.0,100.0,15
sceptile,254,toxic,Toxic,Poison,status,,90.0,10
sceptile,254,trailblaze,Trailblaze,Grass,physical,50.0,100.0,20
sceptile,254,upper-hand,Upper Hand,Fighting,physical,65.0,100.0,15
sceptile,254,vacuum-wave,Vacuum Wave,Fighting,special,40.0,100.0,30
sceptile,254,work-up,Work Up,Normal,status,,,30
sceptile,254,worry-seed,Worry Seed,Grass,status,,100.0,10
sceptile,254,x-scissor,X Scissor,Bug,physical,80.0,100.0,15
torchic,255,aerial-ace,Aerial Ace,Flying,physical,60.0,,20
torchic,255,agility,Agility,Psychic,status,,,30
torchic,255,assurance,Assurance,Dark,physical,60.0,100.0,10
torchic,255,attract,Attract,Normal,status,,100.0,15
torchic,255,baton-pass,Baton Pass,Normal,status,,,40
torchic,255,body-slam,Body Slam,Normal,physical,85.0,100.0,15
torchic,255,bounce,Bounce,Flying,physical,85.0,85.0,5
torchic,255,captivate,Captivate,Normal,status,,100.0,20
torchic,255,confide,Confide,Normal,status,,,20
torchic,255,counter,Counter,Fighting,physical,,100.0,20
torchic,255,crush-claw,Crush Claw,Normal,physical,75.0,95.0,10
torchic,255,curse,Curse,Ghost,status,,,10
torchic,255,cut,Cut,Normal,physical,50.0,95.0,30
torchic,255,defog,Defog,Flying,status,,,15
torchic,255,detect,Detect,Fighting,status,,,5
torchic,255,dig,Dig,Ground,physical,80.0,100.0,10
torchic,255,double-edge,Double Edge,Normal,physical,120.0,100.0,15
torchic,255,double-team,Double Team,Normal,status,,,15
torchic,255,echoed-voice,Echoed Voice,Normal,special,40.0,100.0,15
torchic,255,ember,Ember,Fire,special,40.0,100.0,25
torchic,255,endure,Endure,Normal,status,,,10
torchic,255,facade,Facade,Normal,physical,70.0,100.0,20
torchic,255,feather-dance,Feather Dance,Flying,status,,100.0,15
torchic,255,feint,Feint,Normal,physical,30.0,100.0,10
torchic,255,fire-blast,Fire Blast,Fire,special,110.0,85.0,5
torchic,255,fire-pledge,Fire Pledge,Fire,special,80.0,100.0,10
torchic,255,fire-spin,Fire Spin,Fire,special,35.0,85.0,15
torchic,255,flame-burst,Flame Burst,Fire,special,70.0,100.0,15
torchic,255,flame-charge,Flame Charge,Fire,physical,50.0,100.0,20
torchic,255,flamethrower,Flamethrower,Fire,special,90.0,100.0,15
torchic,255,flare-blitz,Flare Blitz,Fire,physical,120.0,100.0,15
torchic,255,focus-energy,Focus Energy,Normal,status,,,30
torchic,255,frustration,Frustration,Normal,physical,,100.0,20
torchic,255,growl,Growl,Normal,status,,100.0,40
torchic,255,headbutt,Headbutt,Normal,physical,70.0,100.0,15
torchic,255,heat-wave,Heat Wave,Fire,special,95.0,90.0,10
torchic,255,helping-hand,Helping Hand,Normal,status,,,20
torchic,255,hidden-power,Hidden Power,Normal,special,60.0,100.0,15
torchic,255,hone-claws,Hone Claws,Dark,status,,,15
torchic,255,incinerate,Incinerate,Fire,special,60.0,100.0,15
torchic,255,last-resort,Last Resort,Normal,physical,140.0,100.0,5
torchic,255,low-kick,Low Kick,Fighting,physical,,100.0,20
torchic,255,mega-kick,Mega Kick,Normal,physical,120.0,75.0,5
torchic,255,mega-punch,Mega Punch,Normal,physical,80.0,85.0,20
torchic,255,mimic,Mimic,Normal,status,,,10
torchic,255,mirror-move,Mirror maleove,Flying,status,,,20
torchic,255,mud-slap,Mud Slap,Ground,special,20.0,100.0,10
torchic,255,natural-gift,Natural Gift,Normal,physical,,100.0,15
torchic,255,night-slash,Night Slash,Dark,physical,70.0,100.0,15
torchic,255,overheat,Overheat,Fire,special,130.0,90.0,5
torchic,255,peck,Peck,Flying,physical,35.0,100.0,35
torchic,255,protect,Protect,Normal,status,,,10
torchic,255,quick-attack,Quick Attack,Normal,physical,40.0,100.0,30
torchic,255,rest,Rest,Psychic,status,,,5
torchic,255,return,Return,Normal,physical,,100.0,20
torchic,255,reversal,Reversal,Fighting,physical,,100.0,15
torchic,255,rock-slide,Rock Slide,Rock,physical,75.0,90.0,10
torchic,255,rock-smash,Rock Smash,Fighting,physical,40.0,100.0,15
torchic,255,rock-tomb,Rock Tomb,Rock,physical,60.0,95.0,15
torchic,255,round,Round,Normal,special,60.0,100.0,15
torchic,255,sand-attack,Sand Attack,Ground,status,,100.0,15
torchic,255,scratch,Scratch,Normal,physical,40.0,100.0,35
torchic,255,secret-power,Secret Power,Normal,physical,70.0,100.0,20
torchic,255,seismic-toss,Seismic Toss,Fighting,physical,,100.0,20
torchic,255,shadow-claw,Shadow Claw,Ghost,physical,70.0,100.0,15
torchic,255,slash,Slash,Normal,physical,70.0,100.0,20
torchic,255,sleep-talk,Sleep Talk,Normal,status,,,10
torchic,255,smelling-salts,Smelling Salts,Normal,physical,70.0,100.0,10
torchic,255,snore,Snore,Normal,special,50.0,100.0,15
torchic,255,strength,Strength,Normal,physical,80.0,100.0,15
torchic,255,substitute,Substitute,Normal,status,,,10
torchic,255,sunny-day,Sunny Day,Fire,status,,,5
torchic,255,swagger,Swagger,Normal,status,,85.0,15
torchic,255,swift,Swift,Normal,special,60.0,,20
torchic,255,swords-dance,Swords Dance,Normal,status,,,20
torchic,255,take-down,Take Down,Normal,physical,90.0,85.0,20
torchic,255,temper-flare,Temper femalelare,Fire,physical,75.0,100.0,10
torchic,255,tera-blast,Tera Blast,Normal,special,80.0,100.0,10
torchic,255,toxic,Toxic,Poison,status,,90.0,10
torchic,255,uproar,Uproar,Normal,special,90.0,100.0,10
torchic,255,will-o-wisp,Will O Wisp,Fire,status,,85.0,15
torchic,255,work-up,Work Up,Normal,status,,,30
combusken,256,aerial-ace,Aerial Ace,Flying,physical,60.0,,20
combusken,256,agility,Agility,Psychic,status,,,30
combusken,256,assurance,Assurance,Dark,physical,60.0,100.0,10
combusken,256,attract,Attract,Normal,status,,100.0,15
combusken,256,baton-pass,Baton Pass,Normal,status,,,40
combusken,256,blaze-kick,Blaze Kick,Fire,physical,85.0,90.0,10
combusken,256,body-slam,Body Slam,Normal,physical,85.0,100.0,15
combusken,256,bounce,Bounce,Flying,physical,85.0,85.0,5
combusken,256,brick-break,Brick Break,Fighting,physical,75.0,100.0,15
combusken,256,bulk-up,Bulk Up,Fighting,status,,,20
combusken,256,captivate,Captivate,Normal,status,,100.0,20
combusken,256,close-combat,Close Combat,Fighting,physical,120.0,100.0,5
combusken,256,coaching,Coaching,Fighting,status,,,10
combusken,256,confide,Confide,Normal,status,,,20
combusken,256,counter,Counter,Fighting,physical,,100.0,20
combusken,256,crush-claw,Crush Claw,Normal,physical,75.0,95.0,10
combusken,256,curse,Curse,Ghost,status,,,10
combusken,256,cut,Cut,Normal,physical,50.0,95.0,30
combusken,256,defog,Defog,Flying,status,,,15
combusken,256,detect,Detect,Fighting,status,,,5
combusken,256,dig,Dig,Ground,physical,80.0,100.0,10
combusken,256,double-edge,Double Edge,Normal,physical,120.0,100.0,15
combusken,256,double-kick,Double Kick,Fighting,physical,30.0,100.0,30
combusken,256,double-team,Double Team,Normal,status,,,15
combusken,256,dual-chop,Dual Chop,Dragon,physical,40.0,90.0,15
combusken,256,dynamic-punch,Dynamic Punch,Fighting,physical,100.0,50.0,5
combusken,256,echoed-voice,Echoed Voice,Normal,special,40.0,100.0,15
combusken,256,ember,Ember,Fire,special,40.0,100.0,25
combusken,256,endure,Endure,Normal,status,,,10
combusken,256,facade,Facade,Normal,physical,70.0,100.0,20
combusken,256,feather-dance,Feather Dance,Flying,status,,100.0,15
combusken,256,feint,Feint,Normal,physical,30.0,100.0,10
combusken,256,fire-blast,Fire Blast,Fire,special,110.0,85.0,5
combusken,256,fire-pledge,Fire Pledge,Fire,special,80.0,100.0,10
combusken,256,fire-punch,Fire Punch,Fire,physical,75.0,100.0,15
combusken,256,fire-spin,Fire Spin,Fire,special,35.0,85.0,15
combusken,256,flame-charge,Flame Charge,Fire,physical,50.0,100.0,20
combusken,256,flamethrower,Flamethrower,Fire,special,90.0,100.0,15
combusken,256,flare-blitz,Flare Blitz,Fire,physical,120.0,100.0,15
combusken,256,fling,Fling,Dark,physical,,100.0,10
combusken,256,focus-blast,Focus Blast,Fighting,special,120.0,70.0,5
combusken,256,focus-energy,Focus Energy,Normal,status,,,30
combusken,256,focus-punch,Focus Punch,Fighting,physical,150.0,100.0,20
combusken,256,frustration,Frustration,Normal,physical,,100.0,20
combusken,256,fury-cutter,Fury Cutter,Bug,physical,40.0,95.0,20
combusken,256,growl,Growl,Normal,status,,100.0,40
combusken,256,headbutt,Headbutt,Normal,physical,70.0,100.0,15
combusken,256,heat-wave,Heat Wave,Fire,special,95.0,90.0,10
combusken,256,helping-hand,Helping Hand,Normal,status,,,20
combusken,256,hidden-power,Hidden Power,Normal,special,60.0,100.0,15
combusken,256,hone-claws,Hone Claws,Dark,status,,,15
