canonical_slug,pokemon_id,slot,type_name
brionne,729,1,Water
primarina,730,1,Water
primarina,730,2,Fairy
pikipek,731,1,Normal
pikipek,731,2,Flying
trumbeak,732,1,Normal
trumbeak,732,2,Flying
toucannon,733,1,Normal
toucannon,733,2,Flying
yungoos,734,1,Normal
gumshoos,735,1,Normal
grubbin,736,1,Bug
charjabug,737,1,Bug
charjabug,737,2,Electric
vikavolt,738,1,Bug
vikavolt,738,2,Electric
crabrawler,739,1,Fighting
crabominable,740,1,Fighting
crabominable,740,2,Ice
oricorio-baile,741,1,Fire
oricorio-baile,741,2,Flying
cutiefly,742,1,Bug
cutiefly,742,2,Fairy
ribombee,743,1,Bug
ribombee,743,2,Fairy
rockruff,744,1,Rock
lycanroc-midday,745,1,Rock
wishiwashi-solo,746,1,Water
mareanie,747,1,Poison
mareanie,747,2,Water
toxapex,748,1,Poison
toxapex,748,2,Water
mudbray,749,1,Ground
mudsdale,750,1,Ground
dewpider,751,1,Water
dewpider,751,2,Bug
araquanid,752,1,Water
araquanid,752,2,Bug
fomantis,753,1,Grass
lurantis,754,1,Grass
morelull,755,1,Grass
morelull,755,2,Fairy
shiinotic,756,1,Grass
shiinotic,756,2,Fairy
salandit,757,1,Poison
salandit,757,2,Fire
salazzle,758,1,Poison
salazzle,758,2,Fire
stufful,759,1,Normal
stufful,759,2,Fighting
bewear,760,1,Normal
bewear,760,2,Fighting
bounsweet,761,1,Grass
steenee,762,1,Grass
tsareena,763,1,Grass
comfey,764,1,Fairy
oranguru,765,1,Normal
oranguru,765,2,Psychic
passimian,766,1,Fighting
wimpod,767,1,Bug
wimpod,767,2,Water
golisopod,768,1,Bug
golisopod,768,2,Water
sandygast,769,1,Ghost
sandygast,769,2,Ground
palossand,770,1,Ghost
palossand,770,2,Ground
pyukumuku,771,1,Water
type-null,772,1,Normal
silvally,773,1,Normal
minior-red-meteor,774,1,Rock
minior-red-meteor,774,2,Flying
komala,775,1,Normal
turtonator,776,1,Fire
turtonator,776,2,Dragon
togedemaru,777,1,Electric
togedemaru,777,2,Steel
mimikyu-disguised,778,1,Ghost
mimikyu-disguised,778,2,Fairy
bruxish,779,1,Water
bruxish,779,2,Psychic
drampa,780,1,Normal
drampa,780,2,Dragon
dhelmise,781,1,Ghost
dhelmise,781,2,Grass
jangmo-o,782,1,Dragon
hakamo-o,783,1,Dragon
hakamo-o,783,2,Fighting
kommo-o,784,1,Dragon
kommo-o,784,2,Fighting
tapu-koko,785,1,Electric
tapu-koko,785,2,Fairy
tapu-lele,786,1,Psychic
tapu-lele,786,2,Fairy
tapu-bulu,787,1,Grass
tapu-bulu,787,2,Fairy
tapu-fini,788,1,Water
tapu-fini,788,2,Fairy
cosmog,789,1,Psychic
cosmoem,790,1,Psychic
solgaleo,791,1,Psychic
solgaleo,791,2,Steel
lunala,792,1,Psychic
lunala,792,2,Ghost
nihilego,793,1,Rock
nihilego,793,2,Poison
buzzwole,794,1,Bug
buzzwole,794,2,Fighting
pheromosa,795,1,Bug
pheromosa,795,2,Fighting
xurkitree,796,1,Electric
celesteela,797,1,Steel
celesteela,797,2,Flying
kartana,798,1,Grass
kartana,798,2,Steel
guzzlord,799,1,Dark
guzzlord,799,2,Dragon
necrozma,800,1,Psychic
magearna,801,1,Steel
magearna,801,2,Fairy
marshadow,802,1,Fighting
marshadow,802,2,Ghost
poipole,803,1,Poison
naganadel,804,1,Poison
naganadel,804,2,Dragon
stakataka,805,1,Rock
stakataka,805,2,Steel
blacephalon,806,1,Fire
blacephalon,806,2,Ghost
zeraora,807,1,Electric
meltan,808,1,Steel
melmetal,809,1,Steel
grookey,810,1,Grass
thwackey,811,1,Grass
rillaboom,812,1,Grass
scorbunny,813,1,Fire
raboot,814,1,Fire
cinderace,815,1,Fire
sobble,816,1,Water
drizzile,817,1,Water
inteleon,818,1,Water
skwovet,819,1,Normal
greedent,820,1,Normal
rookidee,821,1,Flying
corvisquire,822,1,Flying
corviknight,823,1,Flying
corviknight,823,2,Steel
blipbug,824,1,Bug
dottler,825,1,Bug
dottler,825,2,Psychic
orbeetle,826,1,Bug
orbeetle,826,2,Psychic
nickit,827,1,Dark
thievul,828,1,Dark
gossifleur,829,1,Grass
eldegoss,830,1,Grass
wooloo,831,1,Normal
dubwool,832,1,Normal
chewtle,833,1,Water
drednaw,834,1,Water
drednaw,834,2,Rock
yamper,835,1,Electric
boltund,836,1,Electric
rolycoly,837,1,Rock
carkol,838,1,Rock
carkol,838,2,Fire
coalossal,839,1,Rock
coalossal,839,2,Fire
applin,840,1,Grass
applin,840,2,Dragon
flapple,841,1,Grass
flapple,841,2,Dragon
appletun,842,1,Grass
appletun,842,2,Dragon
silicobra,843,1,Ground
sandaconda,844,1,Ground
cramorant,845,1,Flying
cramorant,845,2,Water
arrokuda,846,1,Water
barraskewda,847,1,Water
toxel,848,1,Electric
toxel,848,2,Poison
toxtricity-amped,849,1,Electric
toxtricity-amped,849,2,Poison
sizzlipede,850,1,Fire
sizzlipede,850,2,Bug
centiskorch,851,1,Fire
centiskorch,851,2,Bug
clobbopus,852,1,Fighting
grapploct,853,1,Fighting
sinistea,854,1,Ghost
polteageist,855,1,Ghost
hatenna,856,1,Psychic
hattrem,857,1,Psychic
hatterene,858,1,Psychic
hatterene,858,2,Fairy
impidimp,859,1,Dark
impidimp,859,2,Fairy
morgrem,860,1,Dark
morgrem,860,2,Fairy
grimmsnarl,861,1,Dark
grimmsnarl,861,2,Fairy
obstagoon,862,1,Dark
obstagoon,862,2,Normal
perrserker,863,1,Steel
cursola,864,1,Ghost
sirfetchd,865,1,Fighting
mr-rime,866,1,Ice
mr-rime,866,2,Psychic
runerigus,867,1,Ground
runerigus,867,2,Ghost
milcery,868,1,Fairy
alcremie,869,1,Fairy
falinks,870,1,Fighting
pincurchin,871,1,Electric
snom,872,1,Ice
snom,872,2,Bug
frosmoth,873,1,Ice
frosmoth,873,2,Bug
stonjourner,874,1,Rock
eiscue-ice,875,1,Ice
indeedee-male,876,1,Psychic
indeedee-male,876,2,Normal
morpeko-full-belly,877,1,Electric
morpeko-full-belly,877,2,Dark
cufant,878,1,Steel
copperajah,879,1,Steel
dracozolt,880,1,Electric
dracozolt,880,2,Dragon
arctozolt,881,1,Electric
arctozolt,881,2,Ice
dracovish,882,1,Water
dracovish,882,2,Dragon
arctovish,883,1,Water
arctovish,883,2,Ice
duraludon,884,1,Steel
duraludon,884,2,Dragon
dreepy,885,1,Dragon
dreepy,885,2,Ghost
drakloak,886,1,Dragon
drakloak,886,2,Ghost
dragapult,887,1,Dragon
dragapult,887,2,Ghost
zacian,888,1,Fairy
zamazenta,889,1,Fighting
eternatus,890,1,Poison
eternatus,890,2,Dragon
kubfu,891,1,Fighting
urshifu-single-strike,892,1,Fighting
urshifu-single-strike,892,2,Dark
zarude,893,1,Dark
zarude,893,2,Grass
regieleki,894,1,Electric
regidrago,895,1,Dragon
glastrier,896,1,Ice
spectrier,897,1,Ghost
calyrex,898,1,Psychic
calyrex,898,2,Grass
wyrdeer,899,1,Normal
wyrdeer,899,2,Psychic
kleavor,900,1,Bug
kleavor,900,2,Rock
ursaluna,901,1,Ground
ursaluna,901,2,Normal
basculegion-male,902,1,Water
basculegion-male,902,2,Ghost
sneasler,903,1,Fighting
sneasler,903,2,Poison
overqwil,904,1,Dark
overqwil,904,2,Poison
enamorus-incarnate,905,1,Fairy
enamorus-incarnate,905,2,Flying
sprigatito,906,1,Grass
floragato,907,1,Grass
meowscarada,908,1,Grass
meowscarada,908,2,Dark
fuecoco,909,1,Fire
crocalor,910,1,Fire
skeledirge,911,1,Fire
skeledirge,911,2,Ghost
quaxly,912,1,Water
quaxwell,913,1,Water
quaquaval,914,1,Water
quaquaval,914,2,Fighting
lechonk,915,1,Normal
oinkologne-male,916,1,Normal
tarountula,917,1,Bug
spidops,918,1,Bug
nymble,919,1,Bug
lokix,920,1,Bug
lokix,920,2,Dark
pawmi,921,1,Electric
pawmo,922,1,Electric
pawmo,922,2,Fighting
pawmot,923,1,Electric
pawmot,923,2,Fighting
tandemaus,924,1,Normal
maushold-family-of-four,925,1,Normal
fidough,926,1,Fairy
dachsbun,927,1,Fairy
smoliv,928,1,Grass
smoliv,928,2,Normal
dolliv,929,1,Grass
dolliv,929,2,Normal
arboliva,930,1,Grass
arboliva,930,2,Normal
squawkabilly-green-plumage,931,1,Normal
squawkabilly-green-plumage,931,2,Flying
nacli,932,1,Rock
naclstack,933,1,Rock
garganacl,934,1,Rock
charcadet,935,1,Fire
armarouge,936,1,Fire
armarouge,936,2,Psychic
ceruledge,937,1,Fire
ceruledge,937,2,Ghost
tadbulb,938,1,Electric
bellibolt,939,1,Electric
wattrel,940,1,Electric
wattrel,940,2,Flying
kilowattrel,941,1,Electric
kilowattrel,941,2,Flying
maschiff,942,1,Dark
mabosstiff,943,1,Dark
shroodle,944,1,Poison
shroodle,944,2,Normal
grafaiai,945,1,Poison
grafaiai,945,2,Normal
bramblin,946,1,Grass
bramblin,946,2,Ghost
brambleghast,947,1,Grass
brambleghast,947,2,Ghost
toedscool,948,1,Ground
toedscool,948,2,Grass
toedscruel,949,1,Ground
toedscruel,949,2,Grass
klawf,950,1,Rock
capsakid,951,1,Grass
scovillain,952,1,Grass
scovillain,952,2,Fire
rellor,953,1,Bug
rabsca,954,1,Bug
rabsca,954,2,Psychic
flittle,955,1,Psychic
espathra,956,1,Psychic
tinkatink,957,1,Fairy
tinkatink,957,2,Steel
tinkatuff,958,1,Fairy
tinkatuff,958,2,Steel
tinkaton,959,1,Fairy
tinkaton,959,2,Steel
wiglett,960,1,Water
wugtrio,961,1,Water
bombirdier,962,1,Flying
bombirdier,962,2,Dark
finizen,963,1,Water
palafin-zero,964,1,Water
varoom,965,1,Steel
varoom,965,2,Poison
revavroom,966,1,Steel
revavroom,966,2,Poison
cyclizar,967,1,Dragon
cyclizar,967,2,Normal
orthworm,968,1,Steel
glimmet,969,1,Rock
glimmet,969,2,Poison
glimmora,970,1,Rock
glimmora,970,2,Poison
greavard,971,1,Ghost
houndstone,972,1,Ghost
flamigo,973,1,Flying
flamigo,973,2,Fighting
cetoddle,974,1,Ice
cetitan,975,1,Ice
veluza,976,1,Water
veluza,976,2,Psychic
dondozo,977,1,Water
tatsugiri-curly,978,1,Dragon
tatsugiri-curly,978,2,Water
annihilape,979,1,Fighting
annihilape,979,2,Ghost
clodsire,980,1,Poison
clodsire,980,2,Ground
farigiraf,981,1,Normal
farigiraf,981,2,Psychic
dudunsparce-two-segment,982,1,Normal
kingambit,983,1,Dark
kingambit,983,2,Steel
great-tusk,984,1,Ground
great-tusk,984,2,Fighting
scream-tail,985,1,Fairy
scream-tail,985,2,Psychic
brute-bonnet,986,1,Grass
brute-bonnet,986,2,Dark
flutter-mane,987,1,Ghost
flutter-mane,987,2,Fairy
slither-wing,988,1,Bug
slither-wing,988,2,Fighting
sandy-shocks,989,1,Electric
sandy-shocks,989,2,Ground
iron-treads,990,1,Ground
iron-treads,990,2,Steel
iron-bundle,991,1,Ice
iron-bundle,991,2,Water
iron-hands,992,1,Fighting
iron-hands,992,2,Electric
iron-jugulis,993,1,Dark
iron-jugulis,993,2,Flying
iron-moth,994,1,Fire
iron-moth,994,2,Poison
iron-thorns,995,1,Rock
iron-thorns,995,2,Electric
frigibax,996,1,Dragon
frigibax,996,2,Ice
arctibax,997,1,Dragon
arctibax,997,2,Ice
baxcalibur,998,1,Dragon
baxcalibur,998,2,Ice
gimmighoul,999,1,Ghost
gholdengo,1000,1,Steel
gholdengo,1000,2,Ghost
wo-chien,1001,1,Dark
wo-chien,1001,2,Grass
chien-pao,1002,1,Dark
chien-pao,1002,2,Ice
ting-lu,1003,1,Dark
ting-lu,1003,2,Ground
chi-yu,1004,1,Dark
chi-yu,1004,2,Fire
roaring-moon,1005,1,Dragon
roaring-moon,1005,2,Dark
iron-valiant,1006,1,Fairy
iron-valiant,1006,2,Fighting
koraidon,1007,1,Fighting
koraidon,1007,2,Dragon
miraidon,1008,1,Electric
miraidon,1008,2,Dragon
walking-wake,1009,1,Water
walking-wake,1009,2,Dragon
iron-leaves,1010,1,Grass
iron-leaves,1010,2,Psychic
dipplin,1011,1,Grass
dipplin,1011,2,Dragon
poltchageist,1012,1,Grass
poltchageist,1012,2,Ghost
sinistcha,1013,1,Grass
sinistcha,1013,2,Ghost
okidogi,1014,1,Poison
okidogi,1014,2,Fighting
munkidori,1015,1,Poison
munkidori,1015,2,Psychic
fezandipiti,1016,1,Poison
fezandipiti,1016,2,Fairy
ogerpon,1017,1,Grass
archaludon,1018,1,Steel
archaludon,1018,2,Dragon
hydrapple,1019,1,Grass
hydrapple,1019,2,Dragon
gouging-fire,1020,1,Fire
gouging-fire,1020,2,Dragon
raging-bolt,1021,1,Electric
raging-bolt,1021,2,Dragon
iron-boulder,1022,1,Rock
iron-boulder,1022,2,Psychic
iron-crown,1023,1,Steel
iron-crown,1023,2,Psychic
terapagos,1024,1,Normal
pecharunt,1025,1,Poison
pecharunt,1025,2,Ghost
deoxys-attack,10001,1,Psychic
deoxys-defense,10002,1,Psychic
deoxys-speed,10003,1,Psychic
wormadam-sandy,10004,1,Bug
wormadam-sandy,10004,2,Ground
wormadam-trash,10005,1,Bug
wormadam-trash,10005,2,Steel
shaymin-sky,10006,1,Grass
shaymin-sky,10006,2,Flying
giratina-origin,10007,1,Ghost
giratina-origin,10007,2,Dragon
rotom-heat,10008,1,Electric
rotom-heat,10008,2,Fire
rotom-wash,10009,1,Electric
rotom-wash,10009,2,Water
rotom-frost,10010,1,Electric
rotom-frost,10010,2,Ice
rotom-fan,10011,1,Electric
rotom-fan,10011,2,Flying
rotom-mow,10012,1,Electric
rotom-mow,10012,2,Grass
castform-sunny,10013,1,Fire
castform-rainy,10014,1,Water
castform-snowy,10015,1,Ice
basculin-blue-striped,10016,1,Water
darmanitan-zen,10017,1,Fire
darmanitan-zen,10017,2,Psychic
meloetta-pirouette,10018,1,Normal
meloetta-pirouette,10018,2,Fighting
tornadus-therian,10019,1,Flying
thundurus-therian,10020,1,Electric
thundurus-therian,10020,2,Flying
landorus-therian,10021,1,Ground
landorus-therian,10021,2,Flying
kyurem-black,10022,1,Dragon
kyurem-black,10022,2,Ice
kyurem-white,10023,1,Dragon
kyurem-white,10023,2,Ice
keldeo-resolute,10024,1,Water
keldeo-resolute,10024,2,Fighting
meowstic-female,10025,1,Psychic
aegislash-blade,10026,1,Steel
aegislash-blade,10026,2,Ghost
pumpkaboo-small,10027,1,Ghost
pumpkaboo-small,10027,2,Grass
pumpkaboo-large,10028,1,Ghost
pumpkaboo-large,10028,2,Grass
pumpkaboo-super,10029,1,Ghost
pumpkaboo-super,10029,2,Grass
gourgeist-small,10030,1,Ghost
gourgeist-small,10030,2,Grass
gourgeist-large,10031,1,Ghost
gourgeist-large,10031,2,Grass
gourgeist-super,10032,1,Ghost
gourgeist-super,10032,2,Grass
venusaur-mega,10033,1,Grass
venusaur-mega,10033,2,Poison
charizard-mega-x,10034,1,Fire
charizard-mega-x,10034,2,Dragon
charizard-mega-y,10035,1,Fire
charizard-mega-y,10035,2,Flying
blastoise-mega,10036,1,Water
alakazam-mega,10037,1,Psychic
gengar-mega,10038,1,Ghost
gengar-mega,10038,2,Poison
kangaskhan-mega,10039,1,Normal
pinsir-mega,10040,1,Bug
pinsir-mega,10040,2,Flying
gyarados-mega,10041,1,Water
gyarados-mega,10041,2,Dark
aerodactyl-mega,10042,1,Rock
aerodactyl-mega,10042,2,Flying
mewtwo-mega-x,10043,1,Psychic
mewtwo-mega-x,10043,2,Fighting
mewtwo-mega-y,10044,1,Psychic
ampharos-mega,10045,1,Electric
ampharos-mega,10045,2,Dragon
scizor-mega,10046,1,Bug
scizor-mega,10046,2,Steel
heracross-mega,10047,1,Bug
heracross-mega,10047,2,Fighting
houndoom-mega,10048,1,Dark
houndoom-mega,10048,2,Fire
tyranitar-mega,10049,1,Rock
tyranitar-mega,10049,2,Dark
blaziken-mega,10050,1,Fire
blaziken-mega,10050,2,Fighting
gardevoir-mega,10051,1,Psychic
gardevoir-mega,10051,2,Fairy
mawile-mega,10052,1,Steel
mawile-mega,10052,2,Fairy
aggron-mega,10053,1,Steel
medicham-mega,10054,1,Fighting
medicham-mega,10054,2,Psychic
manectric-mega,10055,1,Electric
banette-mega,10056,1,Ghost
absol-mega,10057,1,Dark
garchomp-mega,10058,1,Dragon
garchomp-mega,10058,2,Ground
lucario-mega,10059,1,Fighting
lucario-mega,10059,2,Steel
abomasnow-mega,10060,1,Grass
abomasnow-mega,10060,2,Ice
floette-eternal,10061,1,Fairy
latias-mega,10062,1,Dragon
latias-mega,10062,2,Psychic
latios-mega,10063,1,Dragon
latios-mega,10063,2,Psychic
swampert-mega,10064,1,Water
swampert-mega,10064,2,Ground
sceptile-mega,10065,1,Grass
sceptile-mega,10065,2,Dragon
sableye-mega,10066,1,Dark
sableye-mega,10066,2,Ghost
altaria-mega,10067,1,Dragon
altaria-mega,10067,2,Fairy
gallade-mega,10068,1,Psychic
gallade-mega,10068,2,Fighting
audino-mega,10069,1,Normal
audino-mega,10069,2,Fairy
sharpedo-mega,10070,1,Water
sharpedo-mega,10070,2,Dark
slowbro-mega,10071,1,Water
slowbro-mega,10071,2,Psychic
steelix-mega,10072,1,Steel
steelix-mega,10072,2,Ground
pidgeot-mega,10073,1,Normal
pidgeot-mega,10073,2,Flying
glalie-mega,10074,1,Ice
diancie-mega,10075,1,Rock
diancie-mega,10075,2,Fairy
metagross-mega,10076,1,Steel
metagross-mega,10076,2,Psychic
kyogre-primal,10077,1,Water
groudon-primal,10078,1,Ground
groudon-primal,10078,2,Fire
rayquaza-mega,10079,1,Dragon
rayquaza-mega,10079,2,Flying
pikachu-rock-star,10080,1,Electric
pikachu-belle,10081,1,Electric
pikachu-pop-star,10082,1,Electric
pikachu-phd,10083,1,Electric
pikachu-libre,10084,1,Electric
pikachu-cosplay,10085,1,Electric
hoopa-unbound,10086,1,Psychic
hoopa-unbound,10086,2,Dark
camerupt-mega,10087,1,Fire
camerupt-mega,10087,2,Ground
lopunny-mega,10088,1,Normal
lopunny-mega,10088,2,Fighting
salamence-mega,10089,1,Dragon
salamence-mega,10089,2,Flying
beedrill-mega,10090,1,Bug
beedrill-mega,10090,2,Poison
rattata-alola,10091,1,Dark
rattata-alola,10091,2,Normal
raticate-alola,10092,1,Dark
raticate-alola,10092,2,Normal
raticate-totem-alola,10093,1,Dark
raticate-totem-alola,10093,2,Normal
pikachu-original-cap,10094,1,Electric
pikachu-hoenn-cap,10095,1,Electric
pikachu-sinnoh-cap,10096,1,Electric
pikachu-unova-cap,10097,1,Electric
pikachu-kalos-cap,10098,1,Electric
pikachu-alola-cap,10099,1,Electric
raichu-alola,10100,1,Electric
raichu-alola,10100,2,Psychic
sandshrew-alola,10101,1,Ice
sandshrew-alola,10101,2,Steel
sandslash-alola,10102,1,Ice
sandslash-alola,10102,2,Steel
vulpix-alola,10103,1,Ice
ninetales-alola,10104,1,Ice
ninetales-alola,10104,2,Fairy
diglett-alola,10105,1,Ground
diglett-alola,10105,2,Steel
dugtrio-alola,10106,1,Ground
dugtrio-alola,10106,2,Steel
meowth-alola,10107,1,Dark
persian-alola,10108,1,Dark
geodude-alola,10109,1,Rock
geodude-alola,10109,2,Electric
graveler-alola,10110,1,Rock
graveler-alola,10110,2,Electric
golem-alola,10111,1,Rock
golem-alola,10111,2,Electric
grimer-alola,10112,1,Poison
grimer-alola,10112,2,Dark
muk-alola,10113,1,Poison
muk-alola,10113,2,Dark
exeggutor-alola,10114,1,Grass
exeggutor-alola,10114,2,Dragon
marowak-alola,10115,1,Fire
marowak-alola,10115,2,Ghost
greninja-battle-bond,10116,1,Water
greninja-battle-bond,10116,2,Dark
greninja-ash,10117,1,Water
greninja-ash,10117,2,Dark
zygarde-10-power-construct,10118,1,Dragon
zygarde-10-power-construct,10118,2,Ground
zygarde-50-power-construct,10119,1,Dragon
zygarde-50-power-construct,10119,2,Ground
zygarde-complete,10120,1,Dragon
zygarde-complete,10120,2,Ground
gumshoos-totem,10121,1,Normal
vikavolt-totem,10122,1,Bug
vikavolt-totem,10122,2,Electric
oricorio-pom-pom,10123,1,Electric
oricorio-pom-pom,10123,2,Flying
oricorio-pau,10124,1,Psychic
oricorio-pau,10124,2,Flying
oricorio-sensu,10125,1,Ghost
oricorio-sensu,10125,2,Flying
lycanroc-midnight,10126,1,Rock
wishiwashi-school,10127,1,Water
lurantis-totem,10128,1,Grass
salazzle-totem,10129,1,Poison
salazzle-totem,10129,2,Fire
minior-orange-meteor,10130,1,Rock
minior-orange-meteor,10130,2,Flying
minior-yellow-meteor,10131,1,Rock
minior-yellow-meteor,10131,2,Flying
minior-green-meteor,10132,1,Rock
minior-green-meteor,10132,2,Flying
minior-blue-meteor,10133,1,Rock
minior-blue-meteor,10133,2,Flying
minior-indigo-meteor,10134,1,Rock
minior-indigo-meteor,10134,2,Flying
minior-violet-meteor,10135,1,Rock
minior-violet-meteor,10135,2,Flying
minior-red,10136,1,Rock
minior-red,10136,2,Flying
minior-orange,10137,1,Rock
minior-orange,10137,2,Flying
minior-yellow,10138,1,Rock
minior-yellow,10138,2,Flying
minior-green,10139,1,Rock
minior-green,10139,2,Flying
minior-blue,10140,1,Rock
minior-blue,10140,2,Flying
minior-indigo,10141,1,Rock
minior-indigo,10141,2,Flying
minior-violet,10142,1,Rock
minior-violet,10142,2,Flying
mimikyu-busted,10143,1,Ghost
mimikyu-busted,10143,2,Fairy
mimikyu-totem-disguised,10144,1,Ghost
mimikyu-totem-disguised,10144,2,Fairy
mimikyu-totem-busted,10145,1,Ghost
mimikyu-totem-busted,10145,2,Fairy
kommo-o-totem,10146,1,Dragon
kommo-o-totem,10146,2,Fighting
magearna-original,10147,1,Steel
magearna-original,10147,2,Fairy
pikachu-partner-cap,10148,1,Electric
marowak-totem,10149,1,Fire
marowak-totem,10149,2,Ghost
ribombee-totem,10150,1,Bug
ribombee-totem,10150,2,Fairy
rockruff-own-tempo,10151,1,Rock
lycanroc-dusk,10152,1,Rock
araquanid-totem,10153,1,Water
araquanid-totem,10153,2,Bug
togedemaru-totem,10154,1,Electric
togedemaru-totem,10154,2,Steel
necrozma-dusk,10155,1,Psychic
necrozma-dusk,10155,2,Steel
necrozma-dawn,10156,1,Psychic
necrozma-dawn,10156,2,Ghost
necrozma-ultra,10157,1,Psychic
necrozma-ultra,10157,2,Dragon
pikachu-starter,10158,1,Electric
eevee-starter,10159,1,Normal
pikachu-world-cap,10160,1,Electric
meowth-galar,10161,1,Steel
ponyta-galar,10162,1,Psychic
rapidash-galar,10163,1,Psychic
rapidash-galar,10163,2,Fairy
slowpoke-galar,10164,1,Psychic
slowbro-galar,10165,1,Poison
slowbro-galar,10165,2,Psychic
farfetchd-galar,10166,1,Fighting
weezing-galar,10167,1,Poison
weezing-galar,10167,2,Fairy
mr-mime-galar,10168,1,Ice
mr-mime-galar,10168,2,Psychic
articuno-galar,10169,1,Psychic
articuno-galar,10169,2,Flying
zapdos-galar,10170,1,Fighting
zapdos-galar,10170,2,Flying
moltres-galar,10171,1,Dark
moltres-galar,10171,2,Flying
slowking-galar,10172,1,Poison
slowking-galar,10172,2,Psychic
corsola-galar,10173,1,Ghost
zigzagoon-galar,10174,1,Dark
zigzagoon-galar,10174,2,Normal
linoone-galar,10175,1,Dark
linoone-galar,10175,2,Normal
darumaka-galar,10176,1,Ice
darmanitan-galar-standard,10177,1,Ice
darmanitan-galar-zen,10178,1,Ice
darmanitan-galar-zen,10178,2,Fire
yamask-galar,10179,1,Ground
yamask-galar,10179,2,Ghost
stunfisk-galar,10180,1,Ground
stunfisk-galar,10180,2,Steel
zygarde-10,10181,1,Dragon
zygarde-10,10181,2,Ground
cramorant-gulping,10182,1,Flying
cramorant-gulping,10182,2,Water
cramorant-gorging,10183,1,Flying
cramorant-gorging,10183,2,Water
toxtricity-low-key,10184,1,Electric
toxtricity-low-key,10184,2,Poison
eiscue-noice,10185,1,Ice
indeedee-female,10186,1,Psychic
indeedee-female,10186,2,Normal
morpeko-hangry,10187,1,Electric
morpeko-hangry,10187,2,Dark
zacian-crowned,10188,1,Fairy
zacian-crowned,10188,2,Steel
zamazenta-crowned,10189,1,Fighting
zamazenta-crowned,10189,2,Steel
eternatus-eternamax,10190,1,Poison
eternatus-eternamax,10190,2,Dragon
urshifu-rapid-strike,10191,1,Fighting
urshifu-rapid-strike,10191,2,Water
zarude-dada,10192,1,Dark
zarude-dada,10192,2,Grass
calyrex-ice,10193,1,Psychic
calyrex-ice,10193,2,Ice
calyrex-shadow,10194,1,Psychic
calyrex-shadow,10194,2,Ghost
venusaur-gmax,10195,1,Grass
venusaur-gmax,10195,2,Poison
charizard-gmax,10196,1,Fire
charizard-gmax,10196,2,Flying
blastoise-gmax,10197,1,Water
butterfree-gmax,10198,1,Bug
butterfree-gmax,10198,2,Flying
pikachu-gmax,10199,1,Electric
meowth-gmax,10200,1,Normal
machamp-gmax,10201,1,Fighting
gengar-gmax,10202,1,Ghost
gengar-gmax,10202,2,Poison
kingler-gmax,10203,1,Water
lapras-gmax,10204,1,Water
lapras-gmax,10204,2,Ice
eevee-gmax,10205,1,Normal
snorlax-gmax,10206,1,Normal
garbodor-gmax,10207,1,Poison
melmetal-gmax,10208,1,Steel
rillaboom-gmax,10209,1,Grass
cinderace-gmax,10210,1,Fire
inteleon-gmax,10211,1,Water
corviknight-gmax,10212,1,Flying
corviknight-gmax,10212,2,Steel
orbeetle-gmax,10213,1,Bug
orbeetle-gmax,10213,2,Psychic
drednaw-gmax,10214,1,Water
drednaw-gmax,10214,2,Rock
coalossal-gmax,10215,1,Rock
coalossal-gmax,10215,2,Fire
flapple-gmax,10216,1,Grass
flapple-gmax,10216,2,Dragon
appletun-gmax,10217,1,Grass
appletun-gmax,10217,2,Dragon
sandaconda-gmax,10218,1,Ground
toxtricity-amped-gmax,10219,1,Electric
toxtricity-amped-gmax,10219,2,Poison
centiskorch-gmax,10220,1,Fire
centiskorch-gmax,10220,2,Bug
hatterene-gmax,10221,1,Psychic
hatterene-gmax,10221,2,Fairy
grimmsnarl-gmax,10222,1,Dark
grimmsnarl-gmax,10222,2,Fairy
alcremie-gmax,10223,1,Fairy
copperajah-gmax,10224,1,Steel
duraludon-gmax,10225,1,Steel
duraludon-gmax,10225,2,Dragon
urshifu-single-strike-gmax,10226,1,Fighting
urshifu-single-strike-gmax,10226,2,Dark
urshifu-rapid-strike-gmax,10227,1,Fighting
urshifu-rapid-strike-gmax,10227,2,Water
toxtricity-low-key-gmax,10228,1,Electric
toxtricity-low-key-gmax,10228,2,Poison
growlithe-hisui,10229,1,Fire
growlithe-hisui,10229,2,Rock
arcanine-hisui,10230,1,Fire
arcanine-hisui,10230,2,Rock
voltorb-hisui,10231,1,Electric
voltorb-hisui,10231,2,Grass
electrode-hisui,10232,1,Electric
electrode-hisui,10232,2,Grass
typhlosion-hisui,10233,1,Fire
typhlosion-hisui,10233,2,Ghost
qwilfish-hisui,10234,1,Dark
qwilfish-hisui,10234,2,Poison
sneasel-hisui,10235,1,Fighting
sneasel-hisui,10235,2,Poison
samurott-hisui,10236,1,Water
samurott-hisui,10236,2,Dark
lilligant-hisui,10237,1,Grass
lilligant-hisui,10237,2,Fighting
zorua-hisui,10238,1,Normal
zorua-hisui,10238,2,Ghost
zoroark-hisui,10239,1,Normal
zoroark-hisui,10239,2,Ghost
braviary-hisui,10240,1,Psychic
braviary-hisui,10240,2,Flying
sliggoo-hisui,10241,1,Steel
sliggoo-hisui,10241,2,Dragon
goodra-hisui,10242,1,Steel
goodra-hisui,10242,2,Dragon
avalugg-hisui,10243,1,Ice
avalugg-hisui,10243,2,Rock
decidueye-hisui,10244,1,Grass
