canonical_slug,pokemon_id,species_slug,display_name,form_display_name,is_default,is_mega,is_battle_only,form_order,region_tag,form_group
turtwig,387,turtwig,Turtwig,Default Form,1,0,0,518,None,Standard
grotle,388,grotle,Grotle,Default Form,1,0,0,519,None,Standard
torterra,389,torterra,Torterra,Default Form,1,0,0,520,None,Standard
chimchar,390,chimchar,Chimchar,Default Form,1,0,0,521,None,Standard
monferno,391,monferno,Monferno,Default Form,1,0,0,522,None,Standard
infernape,392,infernape,Infernape,Default Form,1,0,0,523,None,Standard
piplup,393,piplup,Piplup,Default Form,1,0,0,524,None,Standard
prinplup,394,prinplup,Prinplup,Default Form,1,0,0,525,None,Standard
empoleon,395,empoleon,Empoleon,Default Form,1,0,0,526,None,Standard
starly,396,starly,Starly,Default Form,1,0,0,527,None,Standard
staravia,397,staravia,Staravia,Default Form,1,0,0,528,None,Standard
staraptor,398,staraptor,Staraptor,Default Form,1,0,0,529,None,Standard
bidoof,399,bidoof,Bidoof,Default Form,1,0,0,530,None,Standard
bibarel,400,bibarel,Bibarel,Default Form,1,0,0,531,None,Standard
kricketot,401,kricketot,Kricketot,Default Form,1,0,0,532,None,Standard
kricketune,402,kricketune,Kricketune,Default Form,1,0,0,533,None,Standard
shinx,403,shinx,Shinx,Default Form,1,0,0,534,None,Standard
luxio,404,luxio,Luxio,Default Form,1,0,0,535,None,Standard
luxray,405,luxray,Luxray,Default Form,1,0,0,536,None,Standard
budew,406,budew,Budew,Default Form,1,0,0,423,None,Standard
roserade,407,roserade,Roserade,Default Form,1,0,0,425,None,Standard
cranidos,408,cranidos,Cranidos,Default Form,1,0,0,537,None,Standard
rampardos,409,rampardos,Rampardos,Default Form,1,0,0,538,None,Standard
shieldon,410,shieldon,Shieldon,Default Form,1,0,0,539,None,Standard
bastiodon,411,bastiodon,Bastiodon,Default Form,1,0,0,540,None,Standard
burmy,412,burmy,Burmy,Default Form,1,0,0,541,None,Standard
wormadam-plant,413,wormadam,Wormadam Plant,Plant,1,0,0,542,None,Standard
mothim,414,mothim,Mothim,Default Form,1,0,0,545,None,Standard
combee,415,combee,Combee,Default Form,1,0,0,546,None,Standard
vespiquen,416,vespiquen,Vespiquen,Default Form,1,0,0,547,None,Standard
pachirisu,417,pachirisu,Pachirisu,Default Form,1,0,0,548,None,Standard
buizel,418,buizel,Buizel,Default Form,1,0,0,549,None,Standard
floatzel,419,floatzel,Floatzel,Default Form,1,0,0,550,None,Standard
cherubi,420,cherubi,Cherubi,Default Form,1,0,0,551,None,Standard
cherrim,421,cherrim,Cherrim,Default Form,1,0,0,552,None,Standard
shellos,422,shellos,Shellos,Default Form,1,0,0,553,None,Standard
gastrodon,423,gastrodon,Gastrodon,Default Form,1,0,0,554,None,Standard
ambipom,424,ambipom,Ambipom,Default Form,1,0,0,286,None,Standard
drifloon,425,drifloon,Drifloon,Default Form,1,0,0,555,None,Standard
drifblim,426,drifblim,Drifblim,Default Form,1,0,0,556,None,Standard
buneary,427,buneary,Buneary,Default Form,1,0,0,557,None,Standard
lopunny,428,lopunny,Lopunny,Default Form,1,0,0,558,None,Standard
mismagius,429,mismagius,Mismagius,Default Form,1,0,0,296,None,Standard
honchkrow,430,honchkrow,Honchkrow,Default Form,1,0,0,294,None,Standard
glameow,431,glameow,Glameow,Default Form,1,0,0,560,None,Standard
purugly,432,purugly,Purugly,Default Form,1,0,0,561,None,Standard
chingling,433,chingling,Chingling,Default Form,1,0,0,476,None,Standard
stunky,434,stunky,Stunky,Default Form,1,0,0,562,None,Standard
skuntank,435,skuntank,Skuntank,Default Form,1,0,0,563,None,Standard
bronzor,436,bronzor,Bronzor,Default Form,1,0,0,564,None,Standard
bronzong,437,bronzong,Bronzong,Default Form,1,0,0,565,None,Standard
bonsly,438,bonsly,Bonsly,Default Form,1,0,0,280,None,Standard
mime-jr,439,mime-jr,Mime Jr,Default Form,1,0,0,193,None,Standard
happiny,440,happiny,Happiny,Default Form,1,0,0,179,None,Standard
chatot,441,chatot,Chatot,Default Form,1,0,0,566,None,Standard
spiritomb,442,spiritomb,Spiritomb,Default Form,1,0,0,567,None,Standard
gible,443,gible,Gible,Default Form,1,0,0,568,None,Standard
gabite,444,gabite,Gabite,Default Form,1,0,0,569,None,Standard
garchomp,445,garchomp,Garchomp,Default Form,1,0,0,570,None,Standard
munchlax,446,munchlax,Munchlax,Default Form,1,0,0,234,None,Standard
riolu,447,riolu,Riolu,Default Form,1,0,0,572,None,Standard
lucario,448,lucario,Lucario,Default Form,1,0,0,573,None,Standard
hippopotas,449,hippopotas,Hippopotas,Default Form,1,0,0,575,None,Standard
hippowdon,450,hippowdon,Hippowdon,Default Form,1,0,0,576,None,Standard
skorupi,451,skorupi,Skorupi,Default Form,1,0,0,577,None,Standard
drapion,452,drapion,Drapion,Default Form,1,0,0,578,None,Standard
croagunk,453,croagunk,Croagunk,Default Form,1,0,0,579,None,Standard
toxicroak,454,toxicroak,Toxicroak,Default Form,1,0,0,580,None,Standard
carnivine,455,carnivine,Carnivine,Default Form,1,0,0,581,None,Standard
finneon,456,finneon,Finneon,Default Form,1,0,0,582,None,Standard
lumineon,457,lumineon,Lumineon,Default Form,1,0,0,583,None,Standard
mantyke,458,mantyke,Mantyke,Default Form,1,0,0,326,None,Standard
snover,459,snover,Snover,Default Form,1,0,0,584,None,Standard
abomasnow,460,abomasnow,Abomasnow,Default Form,1,0,0,585,None,Standard
weavile,461,weavile,Weavile,Default Form,1,0,0,313,None,Standard
magnezone,462,magnezone,Magnezone,Default Form,1,0,0,134,None,Standard
lickilicky,463,lickilicky,Lickilicky,Default Form,1,0,0,172,None,Standard
rhyperior,464,rhyperior,Rhyperior,Default Form,1,0,0,178,None,Standard
tangrowth,465,tangrowth,Tangrowth,Default Form,1,0,0,183,None,Standard
electivire,466,electivire,Electivire,Default Form,1,0,0,203,None,Standard
magmortar,467,magmortar,Magmortar,Default Form,1,0,0,206,None,Standard
togekiss,468,togekiss,Togekiss,Default Form,1,0,0,270,None,Standard
yanmega,469,yanmega,Yanmega,Default Form,1,0,0,290,None,Mega
leafeon,470,leafeon,Leafeon,Default Form,1,0,0,222,None,Standard
glaceon,471,glaceon,Glaceon,Default Form,1,0,0,223,None,Standard
gliscor,472,gliscor,Gliscor,Default Form,1,0,0,305,None,Standard
mamoswine,473,mamoswine,Mamoswine,Default Form,1,0,0,320,None,Standard
porygon-z,474,porygon-z,Porygon Z,Default Form,1,0,0,227,None,Standard
gallade,475,gallade,Gallade,Default Form,1,0,0,384,None,Standard
probopass,476,probopass,Probopass,Default Form,1,0,0,402,None,Standard
dusknoir,477,dusknoir,Dusknoir,Default Form,1,0,0,474,None,Standard
froslass,478,froslass,Froslass,Default Form,1,0,0,483,None,Standard
rotom,479,rotom,Rotom,Default Form,1,0,0,587,None,Standard
uxie,480,uxie,Uxie,Default Form,1,0,0,593,None,Standard
mesprit,481,mesprit,Mesprit,Default Form,1,0,0,594,None,Standard
azelf,482,azelf,Azelf,Default Form,1,0,0,595,None,Standard
dialga,483,dialga,Dialga,Default Form,1,0,0,596,None,Standard
palkia,484,palkia,Palkia,Default Form,1,0,0,597,None,Standard
heatran,485,heatran,Heatran,Default Form,1,0,0,598,None,Standard
regigigas,486,regigigas,Regigigas,Default Form,1,0,0,599,None,Standard
giratina-altered,487,giratina,Giratina Altered,Altered,1,0,0,600,None,Standard
cresselia,488,cresselia,Cresselia,Default Form,1,0,0,602,None,Standard
phione,489,phione,Phione,Default Form,1,0,0,603,None,Standard
manaphy,490,manaphy,Manaphy,Default Form,1,0,0,604,None,Standard
darkrai,491,darkrai,Darkrai,Default Form,1,0,0,605,None,Standard
shaymin-land,492,shaymin,Shaymin Land,Land,1,0,0,606,None,Standard
arceus,493,arceus,Arceus,Default Form,1,0,0,608,None,Standard
victini,494,victini,Victini,Default Form,1,0,0,609,None,Standard
snivy,495,snivy,Snivy,Default Form,1,0,0,610,None,Standard
servine,496,servine,Servine,Default Form,1,0,0,611,None,Standard
serperior,497,serperior,Serperior,Default Form,1,0,0,612,None,Standard
tepig,498,tepig,Tepig,Default Form,1,0,0,613,None,Standard
pignite,499,pignite,Pignite,Default Form,1,0,0,614,None,Standard
emboar,500,emboar,Emboar,Default Form,1,0,0,615,None,Standard
oshawott,501,oshawott,Oshawott,Default Form,1,0,0,616,None,Standard
dewott,502,dewott,Dewott,Default Form,1,0,0,617,None,Standard
samurott,503,samurott,Samurott,Default Form,1,0,0,618,None,Standard
patrat,504,patrat,Patrat,Default Form,1,0,0,619,None,Standard
watchog,505,watchog,Watchog,Default Form,1,0,0,620,None,Standard
lillipup,506,lillipup,Lillipup,Default Form,1,0,0,621,None,Standard
herdier,507,herdier,Herdier,Default Form,1,0,0,622,None,Standard
stoutland,508,stoutland,Stoutland,Default Form,1,0,0,623,None,Standard
purrloin,509,purrloin,Purrloin,Default Form,1,0,0,624,None,Standard
liepard,510,liepard,Liepard,Default Form,1,0,0,625,None,Standard
pansage,511,pansage,Pansage,Default Form,1,0,0,626,None,Standard
simisage,512,simisage,Simisage,Default Form,1,0,0,627,None,Standard
pansear,513,pansear,Pansear,Default Form,1,0,0,628,None,Standard
simisear,514,simisear,Simisear,Default Form,1,0,0,629,None,Standard
panpour,515,panpour,Panpour,Default Form,1,0,0,630,None,Standard
simipour,516,simipour,Simipour,Default Form,1,0,0,631,None,Standard
munna,517,munna,Munna,Default Form,1,0,0,632,None,Standard
musharna,518,musharna,Musharna,Default Form,1,0,0,633,None,Standard
pidove,519,pidove,Pidove,Default Form,1,0,0,634,None,Standard
tranquill,520,tranquill,Tranquill,Default Form,1,0,0,635,None,Standard
unfezant,521,unfezant,Unfezant,Default Form,1,0,0,636,None,Standard
blitzle,522,blitzle,Blitzle,Default Form,1,0,0,637,None,Standard
zebstrika,523,zebstrika,Zebstrika,Default Form,1,0,0,638,None,Standard
roggenrola,524,roggenrola,Roggenrola,Default Form,1,0,0,639,None,Standard
boldore,525,boldore,Boldore,Default Form,1,0,0,640,None,Standard
gigalith,526,gigalith,Gigalith,Default Form,1,0,0,641,None,Standard
woobat,527,woobat,Woobat,Default Form,1,0,0,642,None,Standard
swoobat,528,swoobat,Swoobat,Default Form,1,0,0,643,None,Standard
drilbur,529,drilbur,Drilbur,Default Form,1,0,0,644,None,Standard
excadrill,530,excadrill,Excadrill,Default Form,1,0,0,645,None,Standard
audino,531,audino,Audino,Default Form,1,0,0,646,None,Standard
timburr,532,timburr,Timburr,Default Form,1,0,0,648,None,Standard
gurdurr,533,gurdurr,Gurdurr,Default Form,1,0,0,649,None,Standard
conkeldurr,534,conkeldurr,Conkeldurr,Default Form,1,0,0,650,None,Standard
tympole,535,tympole,Tympole,Default Form,1,0,0,651,None,Standard
palpitoad,536,palpitoad,Palpitoad,Default Form,1,0,0,652,None,Standard
seismitoad,537,seismitoad,Seismitoad,Default Form,1,0,0,653,None,Standard
throh,538,throh,Throh,Default Form,1,0,0,654,None,Standard
sawk,539,sawk,Sawk,Default Form,1,0,0,655,None,Standard
sewaddle,540,sewaddle,Sewaddle,Default Form,1,0,0,656,None,Standard
swadloon,541,swadloon,Swadloon,Default Form,1,0,0,657,None,Standard
leavanny,542,leavanny,Leavanny,Default Form,1,0,0,658,None,Standard
venipede,543,venipede,Venipede,Default Form,1,0,0,659,None,Standard
whirlipede,544,whirlipede,Whirlipede,Default Form,1,0,0,660,None,Standard
scolipede,545,scolipede,Scolipede,Default Form,1,0,0,661,None,Standard
cottonee,546,cottonee,Cottonee,Default Form,1,0,0,662,None,Standard
whimsicott,547,whimsicott,Whimsicott,Default Form,1,0,0,663,None,Standard
petilil,548,petilil,Petilil,Default Form,1,0,0,664,None,Standard
lilligant,549,lilligant,Lilligant,Default Form,1,0,0,665,None,Standard
basculin-red-striped,550,basculin,Basculin Red Striped,Red Striped,1,0,0,666,None,Standard
sandile,551,sandile,Sandile,Default Form,1,0,0,668,None,Standard
krokorok,552,krokorok,Krokorok,Default Form,1,0,0,669,None,Standard
krookodile,553,krookodile,Krookodile,Default Form,1,0,0,670,None,Standard
darumaka,554,darumaka,Darumaka,Default Form,1,0,0,671,None,Standard
darmanitan-standard,555,darmanitan,Darmanitan Standard,Standard,1,0,0,673,None,Standard
maractus,556,maractus,Maractus,Default Form,1,0,0,677,None,Standard
dwebble,557,dwebble,Dwebble,Default Form,1,0,0,678,None,Standard
crustle,558,crustle,Crustle,Default Form,1,0,0,679,None,Standard
scraggy,559,scraggy,Scraggy,Default Form,1,0,0,680,None,Standard
scrafty,560,scrafty,Scrafty,Default Form,1,0,0,681,None,Standard
sigilyph,561,sigilyph,Sigilyph,Default Form,1,0,0,682,None,Standard
yamask,562,yamask,Yamask,Default Form,1,0,0,683,None,Standard
cofagrigus,563,cofagrigus,Cofagrigus,Default Form,1,0,0,685,None,Standard
tirtouga,564,tirtouga,Tirtouga,Default Form,1,0,0,686,None,Standard
carracosta,565,carracosta,Carracosta,Default Form,1,0,0,687,None,Standard
archen,566,archen,Archen,Default Form,1,0,0,688,None,Standard
archeops,567,archeops,Archeops,Default Form,1,0,0,689,None,Standard
trubbish,568,trubbish,Trubbish,Default Form,1,0,0,690,None,Standard
garbodor,569,garbodor,Garbodor,Default Form,1,0,0,691,None,Standard
zorua,570,zorua,Zorua,Default Form,1,0,0,692,None,Standard
zoroark,571,zoroark,Zoroark,Default Form,1,0,0,693,None,Standard
minccino,572,minccino,Minccino,Default Form,1,0,0,694,None,Standard
cinccino,573,cinccino,Cinccino,Default Form,1,0,0,695,None,Standard
gothita,574,gothita,Gothita,Default Form,1,0,0,696,None,Standard
gothorita,575,gothorita,Gothorita,Default Form,1,0,0,697,None,Standard
gothitelle,576,gothitelle,Gothitelle,Default Form,1,0,0,698,None,Standard
solosis,577,solosis,Solosis,Default Form,1,0,0,699,None,Standard
duosion,578,duosion,Duosion,Default Form,1,0,0,700,None,Standard
reuniclus,579,reuniclus,Reuniclus,Default Form,1,0,0,701,None,Standard
ducklett,580,ducklett,Ducklett,Default Form,1,0,0,702,None,Standard
swanna,581,swanna,Swanna,Default Form,1,0,0,703,None,Standard
vanillite,582,vanillite,Vanillite,Default Form,1,0,0,704,None,Standard
vanillish,583,vanillish,Vanillish,Default Form,1,0,0,705,None,Standard
vanilluxe,584,vanilluxe,Vanilluxe,Default Form,1,0,0,706,None,Standard
deerling,585,deerling,Deerling,Default Form,1,0,0,707,None,Standard
sawsbuck,586,sawsbuck,Sawsbuck,Default Form,1,0,0,708,None,Standard
emolga,587,emolga,Emolga,Default Form,1,0,0,709,None,Standard
karrablast,588,karrablast,Karrablast,Default Form,1,0,0,710,None,Standard
escavalier,589,escavalier,Escavalier,Default Form,1,0,0,711,None,Standard
foongus,590,foongus,Foongus,Default Form,1,0,0,712,None,Standard
amoonguss,591,amoonguss,Amoonguss,Default Form,1,0,0,713,None,Standard
frillish-male,592,frillish,Frillish maleale,Male,1,0,0,714,None,Standard
jellicent-male,593,jellicent,Jellicent maleale,Male,1,0,0,715,None,Standard
alomomola,594,alomomola,Alomomola,Default Form,1,0,0,716,None,Standard
joltik,595,joltik,Joltik,Default Form,1,0,0,717,None,Standard
galvantula,596,galvantula,Galvantula,Default Form,1,0,0,718,None,Standard
ferroseed,597,ferroseed,Ferroseed,Default Form,1,0,0,719,None,Standard
ferrothorn,598,ferrothorn,Ferrothorn,Default Form,1,0,0,720,None,Standard
klink,599,klink,Klink,Default Form,1,0,0,721,None,Standard
klang,600,klang,Klang,Default Form,1,0,0,722,None,Standard
klinklang,601,klinklang,Klinklang,Default Form,1,0,0,723,None,Standard
tynamo,602,tynamo,Tynamo,Default Form,1,0,0,724,None,Standard
eelektrik,603,eelektrik,Eelektrik,Default Form,1,0,0,725,None,Standard
eelektross,604,eelektross,Eelektross,Default Form,1,0,0,726,None,Standard
elgyem,605,elgyem,Elgyem,Default Form,1,0,0,727,None,Standard
beheeyem,606,beheeyem,Beheeyem,Default Form,1,0,0,728,None,Standard
litwick,607,litwick,Litwick,Default Form,1,0,0,729,None,Standard
lampent,608,lampent,Lampent,Default Form,1,0,0,730,None,Standard
chandelure,609,chandelure,Chandelure,Default Form,1,0,0,731,None,Standard
axew,610,axew,Axew,Default Form,1,0,0,732,None,Standard
fraxure,611,fraxure,Fraxure,Default Form,1,0,0,733,None,Standard
haxorus,612,haxorus,Haxorus,Default Form,1,0,0,734,None,Standard
cubchoo,613,cubchoo,Cubchoo,Default Form,1,0,0,735,None,Standard
beartic,614,beartic,Beartic,Default Form,1,0,0,736,None,Standard
cryogonal,615,cryogonal,Cryogonal,Default Form,1,0,0,737,None,Standard
shelmet,616,shelmet,Shelmet,Default Form,1,0,0,738,None,Standard
accelgor,617,accelgor,Accelgor,Default Form,1,0,0,739,None,Standard
stunfisk,618,stunfisk,Stunfisk,Default Form,1,0,0,740,None,Standard
mienfoo,619,mienfoo,Mienfoo,Default Form,1,0,0,742,None,Standard
mienshao,620,mienshao,Mienshao,Default Form,1,0,0,743,None,Standard
druddigon,621,druddigon,Druddigon,Default Form,1,0,0,744,None,Standard
golett,622,golett,Golett,Default Form,1,0,0,745,None,Standard
golurk,623,golurk,Golurk,Default Form,1,0,0,746,None,Standard
pawniard,624,pawniard,Pawniard,Default Form,1,0,0,747,None,Standard
bisharp,625,bisharp,Bisharp,Default Form,1,0,0,748,None,Standard
bouffalant,626,bouffalant,Bouffalant,Default Form,1,0,0,749,None,Standard
rufflet,627,rufflet,Rufflet,Default Form,1,0,0,750,None,Standard
braviary,628,braviary,Braviary,Default Form,1,0,0,751,None,Standard
vullaby,629,vullaby,Vullaby,Default Form,1,0,0,752,None,Standard
mandibuzz,630,mandibuzz,Mandibuzz,Default Form,1,0,0,753,None,Standard
heatmor,631,heatmor,Heatmor,Default Form,1,0,0,754,None,Standard
durant,632,durant,Durant,Default Form,1,0,0,755,None,Standard
deino,633,deino,Deino,Default Form,1,0,0,756,None,Standard
zweilous,634,zweilous,Zweilous,Default Form,1,0,0,757,None,Standard
hydreigon,635,hydreigon,Hydreigon,Default Form,1,0,0,758,None,Standard
larvesta,636,larvesta,Larvesta,Default Form,1,0,0,759,None,Standard
volcarona,637,volcarona,Volcarona,Default Form,1,0,0,760,None,Standard
cobalion,638,cobalion,Cobalion,Default Form,1,0,0,761,None,Standard
terrakion,639,terrakion,Terrakion,Default Form,1,0,0,762,None,Standard
virizion,640,virizion,Virizion,Default Form,1,0,0,763,None,Standard
tornadus-incarnate,641,tornadus,Tornadus Incarnate,Incarnate,1,0,0,764,None,Incarnate
thundurus-incarnate,642,thundurus,Thundurus Incarnate,Incarnate,1,0,0,766,None,Incarnate
reshiram,643,reshiram,Reshiram,Default Form,1,0,0,768,None,Standard
zekrom,644,zekrom,Zekrom,Default Form,1,0,0,769,None,Standard
landorus-incarnate,645,landorus,Landorus Incarnate,Incarnate,1,0,0,770,None,Incarnate
kyurem,646,kyurem,Kyurem,Default Form,1,0,0,772,None,Standard
keldeo-ordinary,647,keldeo,Keldeo Ordinary,Ordinary,1,0,0,775,None,Standard
meloetta-aria,648,meloetta,Meloetta Aria,Aria,1,0,0,777,None,Standard
genesect,649,genesect,Genesect,Default Form,1,0,0,779,None,Standard
chespin,650,chespin,Chespin,Default Form,1,0,0,780,None,Standard
quilladin,651,quilladin,Quilladin,Default Form,1,0,0,781,None,Standard
chesnaught,652,chesnaught,Chesnaught,Default Form,1,0,0,782,None,Standard
fennekin,653,fennekin,Fennekin,Default Form,1,0,0,783,None,Standard
braixen,654,braixen,Braixen,Default Form,1,0,0,784,None,Standard
delphox,655,delphox,Delphox,Default Form,1,0,0,785,None,Standard
froakie,656,froakie,Froakie,Default Form,1,0,0,786,None,Standard
frogadier,657,frogadier,Frogadier,Default Form,1,0,0,787,None,Standard
greninja,658,greninja,Greninja,Default Form,1,0,0,788,None,Standard
bunnelby,659,bunnelby,Bunnelby,Default Form,1,0,0,791,None,Standard
diggersby,660,diggersby,Diggersby,Default Form,1,0,0,792,None,Standard
fletchling,661,fletchling,Fletchling,Default Form,1,0,0,793,None,Standard
fletchinder,662,fletchinder,Fletchinder,Default Form,1,0,0,794,None,Standard
talonflame,663,talonflame,Talonflame,Default Form,1,0,0,795,None,Standard
scatterbug,664,scatterbug,Scatterbug,Default Form,1,0,0,796,None,Standard
spewpa,665,spewpa,Spewpa,Default Form,1,0,0,797,None,Standard
vivillon,666,vivillon,Vivillon,Default Form,1,0,0,798,None,Standard
litleo,667,litleo,Litleo,Default Form,1,0,0,799,None,Standard
pyroar-male,668,pyroar,Pyroar maleale,Male,1,0,0,800,None,Standard
flabebe,669,flabebe,Flabebe,Default Form,1,0,0,801,None,Standard
floette,670,floette,Floette,Default Form,1,0,0,802,None,Standard
florges,671,florges,Florges,Default Form,1,0,0,804,None,Standard
skiddo,672,skiddo,Skiddo,Default Form,1,0,0,805,None,Standard
gogoat,673,gogoat,Gogoat,Default Form,1,0,0,806,None,Standard
pancham,674,pancham,Pancham,Default Form,1,0,0,807,None,Standard
pangoro,675,pangoro,Pangoro,Default Form,1,0,0,808,None,Standard
furfrou,676,furfrou,Furfrou,Default Form,1,0,0,809,None,Standard
espurr,677,espurr,Espurr,Default Form,1,0,0,810,None,Standard
meowstic-male,678,meowstic,Meowstic maleale,Male,1,0,0,811,None,Standard
honedge,679,honedge,Honedge,Default Form,1,0,0,813,None,Standard
doublade,680,doublade,Doublade,Default Form,1,0,0,814,None,Standard
aegislash-shield,681,aegislash,Aegislash Shield,Shield,1,0,0,815,None,Standard
spritzee,682,spritzee,Spritzee,Default Form,1,0,0,817,None,Standard
aromatisse,683,aromatisse,Aromatisse,Default Form,1,0,0,818,None,Standard
swirlix,684,swirlix,Swirlix,Default Form,1,0,0,819,None,Standard
slurpuff,685,slurpuff,Slurpuff,Default Form,1,0,0,820,None,Standard
inkay,686,inkay,Inkay,Default Form,1,0,0,821,None,Standard
malamar,687,malamar,Malamar,Default Form,1,0,0,822,None,Standard
binacle,688,binacle,Binacle,Default Form,1,0,0,823,None,Standard
barbaracle,689,barbaracle,Barbaracle,Default Form,1,0,0,824,None,Standard
skrelp,690,skrelp,Skrelp,Default Form,1,0,0,825,None,Standard
dragalge,691,dragalge,Dragalge,Default Form,1,0,0,826,None,Standard
clauncher,692,clauncher,Clauncher,Default Form,1,0,0,827,None,Standard
clawitzer,693,clawitzer,Clawitzer,Default Form,1,0,0,828,None,Standard
helioptile,694,helioptile,Helioptile,Default Form,1,0,0,829,None,Standard
heliolisk,695,heliolisk,Heliolisk,Default Form,1,0,0,830,None,Standard
tyrunt,696,tyrunt,Tyrunt,Default Form,1,0,0,831,None,Standard
tyrantrum,697,tyrantrum,Tyrantrum,Default Form,1,0,0,832,None,Standard
amaura,698,amaura,Amaura,Default Form,1,0,0,833,None,Standard
aurorus,699,aurorus,Aurorus,Default Form,1,0,0,834,None,Standard
sylveon,700,sylveon,Sylveon,Default Form,1,0,0,224,None,Standard
hawlucha,701,hawlucha,Hawlucha,Default Form,1,0,0,835,None,Standard
dedenne,702,dedenne,Dedenne,Default Form,1,0,0,836,None,Standard
carbink,703,carbink,Carbink,Default Form,1,0,0,837,None,Standard
goomy,704,goomy,Goomy,Default Form,1,0,0,838,None,Standard
sliggoo,705,sliggoo,Sliggoo,Default Form,1,0,0,839,None,Standard
goodra,706,goodra,Goodra,Default Form,1,0,0,840,None,Standard
klefki,707,klefki,Klefki,Default Form,1,0,0,841,None,Standard
phantump,708,phantump,Phantump,Default Form,1,0,0,842,None,Standard
trevenant,709,trevenant,Trevenant,Default Form,1,0,0,843,None,Standard
pumpkaboo-average,710,pumpkaboo,Pumpkaboo Average,Average,1,0,0,844,None,Standard
gourgeist-average,711,gourgeist,Gourgeist Average,Average,1,0,0,848,None,Standard
bergmite,712,bergmite,Bergmite,Default Form,1,0,0,852,None,Standard
avalugg,713,avalugg,Avalugg,Default Form,1,0,0,853,None,Standard
noibat,714,noibat,Noibat,Default Form,1,0,0,854,None,Standard
noivern,715,noivern,Noivern,Default Form,1,0,0,855,None,Standard
xerneas,716,xerneas,Xerneas,Default Form,1,0,0,856,None,Standard
yveltal,717,yveltal,Yveltal,Default Form,1,0,0,857,None,Standard
zygarde-50,718,zygarde,Zygarde 50,50,1,0,0,858,None,Standard
diancie,719,diancie,Diancie,Default Form,1,0,0,863,None,Standard
hoopa,720,hoopa,Hoopa,Default Form,1,0,0,865,None,Standard
volcanion,721,volcanion,Volcanion,Default Form,1,0,0,867,None,Standard
rowlet,722,rowlet,Rowlet,Default Form,1,0,0,868,None,Standard
dartrix,723,dartrix,Dartrix,Default Form,1,0,0,869,None,Standard
decidueye,724,decidueye,Decidueye,Default Form,1,0,0,870,None,Standard
litten,725,litten,Litten,Default Form,1,0,0,871,None,Standard
torracat,726,torracat,Torracat,Default Form,1,0,0,872,None,Standard
incineroar,727,incineroar,Incineroar,Default Form,1,0,0,873,None,Standard
popplio,728,popplio,Popplio,Default Form,1,0,0,874,None,Standard
brionne,729,brionne,Brionne,Default Form,1,0,0,875,None,Standard
primarina,730,primarina,Primarina,Default Form,1,0,0,876,None,Standard
pikipek,731,pikipek,Pikipek,Default Form,1,0,0,877,None,Standard
trumbeak,732,trumbeak,Trumbeak,Default Form,1,0,0,878,None,Standard
toucannon,733,toucannon,Toucannon,Default Form,1,0,0,879,None,Standard
yungoos,734,yungoos,Yungoos,Default Form,1,0,0,880,None,Standard
gumshoos,735,gumshoos,Gumshoos,Default Form,1,0,0,881,None,Standard
grubbin,736,grubbin,Grubbin,Default Form,1,0,0,883,None,Standard
charjabug,737,charjabug,Charjabug,Default Form,1,0,0,884,None,Standard
vikavolt,738,vikavolt,Vikavolt,Default Form,1,0,0,885,None,Standard
crabrawler,739,crabrawler,Crabrawler,Default Form,1,0,0,887,None,Standard
crabominable,740,crabominable,Crabominable,Default Form,1,0,0,888,None,Standard
oricorio-baile,741,oricorio,Oricorio Baile,Baile,1,0,0,889,None,Standard
cutiefly,742,cutiefly,Cutiefly,Default Form,1,0,0,893,None,Standard
ribombee,743,ribombee,Ribombee,Default Form,1,0,0,894,None,Standard
rockruff,744,rockruff,Rockruff,Default Form,1,0,0,896,None,Standard
lycanroc-midday,745,lycanroc,Lycanroc maleidday,Midday,1,0,0,898,None,Midday
wishiwashi-solo,746,wishiwashi,Wishiwashi Solo,Solo,1,0,0,901,None,Standard
mareanie,747,mareanie,Mareanie,Default Form,1,0,0,903,None,Standard
toxapex,748,toxapex,Toxapex,Default Form,1,0,0,904,None,Standard
mudbray,749,mudbray,Mudbray,Default Form,1,0,0,905,None,Standard
mudsdale,750,mudsdale,Mudsdale,Default Form,1,0,0,906,None,Standard
dewpider,751,dewpider,Dewpider,Default Form,1,0,0,907,None,Standard
araquanid,752,araquanid,Araquanid,Default Form,1,0,0,908,None,Standard
fomantis,753,fomantis,Fomantis,Default Form,1,0,0,910,None,Standard
lurantis,754,lurantis,Lurantis,Default Form,1,0,0,911,None,Standard
morelull,755,morelull,Morelull,Default Form,1,0,0,913,None,Standard
shiinotic,756,shiinotic,Shiinotic,Default Form,1,0,0,914,None,Standard
salandit,757,salandit,Salandit,Default Form,1,0,0,915,None,Standard
salazzle,758,salazzle,Salazzle,Default Form,1,0,0,916,None,Standard
stufful,759,stufful,Stufful,Default Form,1,0,0,918,None,Standard
bewear,760,bewear,Bewear,Default Form,1,0,0,919,None,Standard
bounsweet,761,bounsweet,Bounsweet,Default Form,1,0,0,920,None,Standard
steenee,762,steenee,Steenee,Default Form,1,0,0,921,None,Standard
tsareena,763,tsareena,Tsareena,Default Form,1,0,0,922,None,Standard
comfey,764,comfey,Comfey,Default Form,1,0,0,923,None,Standard
oranguru,765,oranguru,Oranguru,Default Form,1,0,0,924,None,Standard
passimian,766,passimian,Passimian,Default Form,1,0,0,925,None,Standard
